"page","term","title","authors","year","n_citations","abstract"
2,"miR-21a-5p","[HTML][HTML] … mesoporous nano-delivery system remodels osteoimmune microenvironment to regenerate alveolar bone in periodontitis via the miR-21a-5p/PDCD4/NF-κB …","SY Yang, Y Hu, R Zhao","2024",NA,"… targets the PDCD4 protein, we predicted the target site of miR-21a-5p within the PDCD4 
sequence using bioinformatics software and designed the corresponding plasmids (Fig. 6B, C). …"
2,"miR-21a-5p","[HTML][HTML] miR-21a-5p contributes to porcine hemagglutinating encephalomyelitis virus proliferation via targeting CASK-interactive protein1 in vivo and vitro","X Lv, K Zhao, Y Lan, Z Li, N Ding, J Su, H Lu","2017",11,"… -infected and miR-21a-5p antagomir treated group (antagomir). The miR-21a-5p antagomir 
… an intracerebral injection to study the expression of miR-21a-5p and Caskin1 by RT-PCR or …"
2,"miR-21a-5p","miR-21a-5p 对 PHEV 复制的影响及其靶基因 Cntfr 的验证","","2016",1,"… 此外,生物信息学分析表明,miR-21a-5p可能在PHEV感染致病过程中参与了细胞免疫,神经损伤… 
双荧光素酶报告系统证实Cntfr为miR-21a-5p的靶基因.总之,miR-21a-5p在PHEV致病过程中具有…"
2,"miR-21a-5p","miR-21a-5p knockdown promotes the locomotor function recovery of mouse models of spinal cord injury","W Wang, Y Su, H Li, L Shen, J Chen, X Pan","2018",2,"… miR-21a-5p 14 d … 2A antagomir21a miR-21a-5p … miR-21a-5p 14d …"
3,"miR-21a-5p","The effect of miR-21a-5p on PHEV proliferation and the identification of its target gene.","XL Lyu, YG Lan, Z Li, XW Cui, J Zhang","2016",1,"… the mimic or inhibitor of miR-21a-5p could increase or decrease … that the prediction of miR-21a-5p might be involved in the … In conclusion, miR-21a-5p plays an important and extensive …"
3,"miR-21a-5p","[CITAÇÃO][C] miR-21a-5p 对 PHEV 复制的影响及其作用机制研究","","2016",NA,""
3,"miR-21a-5p","BMSCs-derived exosomes inhibit macrophage/microglia pyroptosis by increasing autophagy through the miR-21a-5p/PELI1 axis in spinal cord injury.","J Gu, J Wu, C Wang, Z Xu, Z Jin, D Yan, S Chen","2024",NA,"… Mechanistically, miR-21a-5p … miR-21a-5p/PELI1 axis-mediated autophagy pathway, 
ultimately facilitating functional restoration following SCI. In particular, our constructed miR-21a-5p …"
3,"miR-21a-5p","The effect of miR-21a-5p on PHEV proliferation and the identification of its target gene.","LXL Lyu XiaoLing, LYG Lan YunGang, LZ Li Zi","2016",NA,"… the mimic or inhibitor of miR-21a-5p could increase or decrease … that the prediction of miR-21a-5p might be involved in the … In conclusion, miR-21a-5p plays an important and extensive …"
3,"miR-21a-5p","[CITAÇÃO][C] miR-21a-5p 对 PHEV 复制的影响及其靶基因 Caskin1 的验证","","2017",NA,""
3,"miR-21a-5p","[CITAÇÃO][C] miR-21a-5p 在小鼠黑色素细胞中对 Sox5 的调控","","2016",NA,""
3,"miR-21a-5p","缺氧缺血性脑损伤细胞外囊泡输送的 miR-21a-5p 介导小胶质细胞分化","DQ Xin, YJ Zhao, TT Li, HF Ke, CC Gai","2022",NA,"… We investigated the potential role of miR-21a-5p in mediating … of miR21a-5p in BV-2 
cells, which had been lowered following oxygen-glucose deprivation. When the level of miR-21a-5p …"
3,"miR-21a-5p","Extracellular vesicles-transmitted miR-21a-5p altered microglia polarization after hypoxia-ischemic injury in neonatal mice via STAT3 pathways","D Xin, Y Zhao, T Li, H Ke, C Gai, X Guo, W Chen, D Liu","2021",NA,"… Next, to investigate the targets of miR-21a-5p that may be potentially associated with … to 
search for potential miR-21a-5p targeted genes. Notably, the miR-21a-5p/STAT3 pathway has …"
3,"miR-21a-5p","抑制 miR-21a-5p 能促进脊髓损伤小鼠运动功能的恢复","","2018",NA,"… miR-21a-5p 的表达较假手术组显著升高(P< 0.05); ② 观察组小鼠脊髓损伤后抑制miR-21a-5p, … 
说明: 小鼠脊髓损伤后miR-21a-5p 的表达上调, 抑制miR-21a-5p 的表达可以抑制瘢痕形成并…"
3,"miR-21a-5p","MiR-21a-5p contributes to porcine hemagglutinating encephalomyelitis virus proliferation via targeting CASK-interactive protein1 in vivo and vitro.","LXL Lv XiaoLing, ZK Zhao Kui","2017",NA,"… found the miR-21a-5p is notably up… miR-21a-5p or Caskin1 knockdown in the host significantly 
contributes to PHEV proliferation. Conversely, the silencing of miR-21a-5p by miR-21a-5p …"
4,"miR-21a-5p","mir-21a-5p promote the progress of inflammation after Traumatic Spinal Cord Injury via up-regulating neurotoxic reactive astrocyte (A1) polarization by inhibiting CNTF …","Y Zhang, T Meng, J Chen, Y Zhang, J Kang, X Li, G Yu","2020",NA,"… miR-21a-5p is involved in the regulation of various stages of Spinal Cord Injury (SCI). However, 
it is not clear whether miR-21a-5p … effects and mechanism of miR-21a-5p in the induction …"
4,"miR-21a-5p","Abstract P1018: Bone Marrow Progenitor Cell-Derived Exosomes Activate Cardiac Fibroblasts Via Mir-21a-5p Mediated Integrin Alpha V Stabilization","P Ranjan, RK Dutta, Q Zhang","2022",NA,"… are enriched with miR-21a-5p and facilitated fibroblasts … At molecular level, we found that 
exosomal miR-21a-5p … fibroblasts in IL10-KO mice via miR-21a-5p/ITGAV/Col1α signaling axis …"
4,"miR-21a-5p","[CITAÇÃO][C] 维格列汀通过 miR-21a-5p/PTEN/Akt/mTOR 途径提高自噬预防糖尿病心肌病变","","2019",NA,""
4,"miR-21a-5p","[CITAÇÃO][C] Mꎬ et al. Exosomal miR-21a-5p mediates cardioprotection by mesenchymal stem cells","KMHLM LUTHER","2018",4,""
4,"miR-21a-5p","[CITAÇÃO][C] THE EXPRESSION AND SIGNIFICANCE OF MIR-21A-5P AND MIR-21A-3P IN BALB/C MICE PULMONARY PRECANCEROUS LESIONS INDUCED BY …","TF Hou, GF Wang","5774",NA,""
4,"miR-21a-5p","[CITAÇÃO][C] Effect of miR-21a-5p on proliferation of mice airway smooth muscle cells by regulating superoxide dismutase 1","NJ Mu, ST Gu, X Huang","2021",NA,""
4,"miR-21a-5p","[CITAÇÃO][C] The miRNA miR-21a-5p targets SMAD7, and its inhibition decreases lung fibrosis in the mouse","MS di Mase, K Whysall","5774",NA,""
4,"miR-21a-5p","[CITAÇÃO][C] 脂肪干细胞来源外泌体通过 miR-21a-5p","","2023",2,""
