"page","term","title","authors","year","n_citations","abstract"
6,"miR-17","mir-17–92 cluster is required for and sufficient to induce cardiomyocyte proliferation in postnatal and adult hearts","J Chen, ZP Huang, HY Seok, J Ding","2013",414,"… We hypothesized that miR-17–92 regulates the proliferation of cardiomyocytes. In this study, 
… miR-17–92 cluster in cardiomyocytes in transgenic or knockout mice and found that miR-17–…"
6,"miR-17","[HTML][HTML] Discovery and preclinical evaluation of anti-miR-17 oligonucleotide RGLS4326 for the treatment of polycystic kidney disease","EC Lee, T Valencia, C Allerson, A Schairer","2019",112,"… designed library of anti-miR-17 oligonucleotides for optimal pharmaceutical properties. … 
cysts, displaces miR-17 from translationally active polysomes, and de-represses multiple miR-17 …"
6,"miR-17","Apoptosis induction by antisense oligonucleotides against miR-17-5p and miR-20a in lung cancers overexpressing miR-17-92","H Matsubara, T Takeuchi, E Nishikawa, K Yanagisawa","2007",486,"… miR-17-5p and miR-20a with antisense oligonucleotides (ONs) can induce apoptosis selectively 
in lung cancer cells overexpressing miR-17-… among miRNAs of the miR-17-92 cluster in …"
6,"miR-17","miR-17-92 cluster accelerates adipocyte differentiation by negatively regulating tumor-suppressor Rb2/p130","Q Wang, YC Li, J Wang, J Kong, Y Qi","2008",448,"… the miR-17-… miR-17-92 cluster may also regulate adipocyte differentiation. In this report, we 
describe the expression profiles of miR-17-92 and demonstrate that overexpression of miR-17…"
6,"miR-17","[HTML][HTML] miR-17-3p contributes to exercise-induced cardiac growth and protects against myocardial ischemia-reperfusion injury","J Shi, Y Bei, X Kong, X Liu, Z Lei, T Xu, H Wang","2017",201,"… Interestingly, the passenger miRNAs of the miR-17-92 … miR-17* (miR-17-3p, a passenger 
miRNA of miR-17) was consistently increased in two distinct murine exercise models. miR-17-…"
6,"miR-17","[HTML][HTML] Prognostic role of miR-17-92 family in human cancers: evaluation of multiple prognostic outcomes","F Liu, F Zhang, X Li, Q Liu, W Liu, P Song, Z Qiu","2017",37,"… Recent evidence indicates that miR-17–92 family might be an … needed to explore the 
relationship between miR-17-92 family … eight miR-17-92 family members instead of a single …"
7,"miR-17","[HTML][HTML] The miR-17-92 microRNA cluster: a novel diagnostic tool in large B-cell malignancies","A Fassina, F Marino, M Siri, R Zambello","2012",97,"… miRNAs of the miR-17-92 cluster have been demonstrated to be the most promising. The miR-17-92 cluster, located at chromosome locus 13q31.3, consists of six miRNAs (miR-17, miR…"
7,"miR-17","[HTML][HTML] MiR-17 and miR-19 cooperatively promote skeletal muscle cell differentiation","D Kong, M He, L Yang, R Zhou, YQ Yan","2019",56,"… Therefore, to better understand the roles of the miR-17–92 cluster in muscle differentiation, 
we transfected the mimic of each cluster member into C2C12 cells and identified miR-17 and …"
7,"miR-17","[HTML][HTML] miR-17 family miRNAs are expressed during early mammalian development and regulate stem cell differentiation","KM Foshay, GI Gallicano","2009",256,"… We present evidence that miR-17 family members, miR-17-5p, miR-20a, miR-93, and miR-… 
We also observe high miR-93 and miR-17-5p expression within the mesoderm of gastrulating …"
7,"miR-17","[PDF][PDF] MYC through miR-17-92 suppresses specific target genes to maintain survival, autonomous proliferation, and a neoplastic state","Y Li, PS Choi, SC Casey, DL Dill, DW Felsher","2014",203,"… miR-17-… of miR-17-92 prevents MYC suppression from inducing proliferative arrest, 
senescence, and apoptosis and abrogates sustained tumor regression. Knockdown of the five …"
7,"miR-17","Inhibition of the miR-17-92 Cluster Separates Stages of Palatogenesis","RJ Ries, W Yu, N Holton, H Cao","2017",28,"… miR-17-92 in cells demonstrated the selectivity and specificity of inhibitory complexes. While 
this study builds on previous studies that have implicated miR-17… between miR-17-92 and as…"
7,"miR-17","Molecular dissection of the miR-17-92 cluster's critical dual roles in promoting Th1 responses and preventing inducible Treg differentiation","S Jiang, C Li, V Olive, E Lykken, F Feng","2011",336,"… miR-17-92 and the roles of the individual miRNAs remain elusive. In the present study, we 
functionally dissected the miR-17-92 cluster and revealed that miR-17 … function of miR-17 is …"
7,"miR-17","B-cell malignancies in microRNA Eμ-miR-17∼ 92 transgenic mice","SK Sandhu, M Fassan, S Volinia","2013",97,"… MiR-17∼92 cluster is frequently upregulated in malignancies such as diffuse large B-cell 
lymphoma and lung cancer. To study the role of miR-17… confirming that the miR-17∼92 cluster, …"
8,"miR-17","[HTML][HTML] The three paralogous microRNA clusters in development and disease, miR-17-92, miR-106a-363, and miR-106b-25","C Khuu, TP Utheim, A Sehic","2016",83,"… cells have identified the miR-17-92 cluster as a potential oncogene. The miR-17-92 cluster 
is … The functional analysis of miR-17-92 is intricate by the existence of two paralogues: miR-…"
8,"miR-17","miR-17∼ 92 miRNA cluster promotes kidney cyst growth in polycystic kidney disease","V Patel, D Williams, S Hajarnis","2013",181,"… We report that the miR-17∼92 miRNA cluster is up-regulated in mouse … of miR-17∼92, 
we demonstrate that miR-17∼92 modulates kidney cyst growth in mice. We show that miR-17∼…"
8,"miR-17","New Insights Into miR-17–92 Cluster Regulation and Angiogenesis","J Fiedler, T Thum","2016",35,"… miR-17–92 cluster transcript and in parallel all miR-17–92 cluster members (miR-17, miR-17*, 
miR… to identify the relevant regulatory units within the miR-17–92 gene at chromosome 13. …"
8,"miR-17","Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis","S Jia, Y Yang, J Lang, P Sun, J Leng","2013",193,"… We identified significantly reduced levels of miR-17-5p, miR-20a and miR-22 in … miR-17-5p 
and miR-20a in plasma from women with endometriosis compared with controls. Both miR-17…"
8,"miR-17","miR-148a and miR-17–5p synergistically regulate milk TAG synthesis via PPARGC1A and PPARA in goat mammary epithelial cells","Z Chen, J Luo, S Sun, D Cao, H Shi, JJ Loor","2017",80,"… of the miR-17 family which is derived from the miR-17–92 cluster.Citation 45 Although previous 
studies have shown that miR-148a and miR-17–… of miR-148a and miR-17–5p in the goat …"
9,"miR-17","[HTML][HTML] Circulating MiR-17-5p, MiR-126-5p and MiR-145-3p are novel biomarkers for diagnosis of acute myocardial infarction","S Xue, D Liu, W Zhu, Z Su, L Zhang, C Zhou","2019",85,"… However, the plasma expression level of miR-17, miR-126, and miR-145 in AMI patients … 
Therefore, the aim of the present study was to identify the plasma expression levels of miR-17, …"
9,"miR-17","miR-17, miR-21, and miR-143 enhance adipogenic differentiation from porcine bone marrow-derived mesenchymal stem cells","X An, K Ma, Z Zhang, T Zhao, X Zhang, B Tang","2016",45,"… (2013) reported that miR-17 directly targets BMP2 to regulate osteogenic and adipogenic … 
that miR-17 promoted the early stage of preadipocyte differentiation, suggesting that miR-17 is …"
9,"miR-17","miR-106b-5p and miR-17-5p suppress osteogenic differentiation by targeting Smad5 and inhibit bone formation","T Fang, Q Wu, L Zhou, S Mu, Q Fu","2016",77,"… miR-17-5p on osteogenic differentiation. We observed an obvious decreasement in miR-106b-5p 
and miR-17-… noticed that miR-106b-5p and miR-17-5p could suppress the osteogenic …"
9,"miR-17","circ_0037128/miR-17-3p/AKT3 axis promotes the development of diabetic nephropathy","Q Wang, Z Cang, L Shen, W Peng, L Xi, X Jiang, X Ge","2021",39,"… potential target of miR-17-3p using the bioinformatic tool. To validate this, we examined the 
expression of AKT3 in the presence of miR-17-3p mimic or inhibitor in MCs. MiR-17-3p mimic …"
9,"miR-17","A Polycistronic MicroRNA Cluster, miR-17-92, Is Overexpressed in Human Lung Cancers and Enhances Cell Proliferation","Y Hayashita, H Osada, Y Tatematsu, H Yamada","2005",2138,"… As a result, we found for the first time that the miR-17-92 … of the expression construct of 
the miR-17-92 cluster, but not the … that marked overexpression of the miR-17-92 cluster with …"
10,"miR-17","[PDF][PDF] miR-17-92 cluster regulates adult hippocampal neurogenesis, anxiety, and depression","J Jin, SN Kim, X Liu, H Zhang, C Zhang, JS Seo, Y Kim","2016",118,"… Furthermore, we show that miR-17-92 expression in the adult mouse hippocampus … 
the miR-17-92 cluster highly expressed in the adult mouse hippocampus. We found that miR-17-92 …"
10,"miR-17","[PDF][PDF] A biogenesis step upstream of microprocessor controls miR-17∼ 92 expression","P Du, L Wang, P Sliz, RI Gregory","2015",104,"… $92 expression, we performed RNA affinity purification using both pri-miR-17$92 and pro-miR-17$92 
RNA sequences and identified associated proteins by mass spectrometry. Several …"
10,"miR-17","The microRNA cluster miR-17∼92 promotes TFH cell differentiation and represses subset-inappropriate gene expression","D Baumjohann, R Kageyama, JM Clingan","2013",228,"… the direct miR-17∼92 target Rora. Removal of one Rora allele partially 'rescued' the 
inappropriate gene signature in miR-17∼92-deficient T FH cells. Our results identify the miR-17∼…"
10,"miR-17","Diagnostic and prognostic role of serum miR‐20b, miR‐17‐3p, HOTAIR, and MALAT1 in diabetic retinopathy","OG Shaker, OO Abdelaleem, RH Mahmoud","2019",92,"… in serum miR-20b and miR-17-3p and a significant increase … decrease in miR-20b and miR-17-3p and a significant … expression levels of miR-20b and miR-17-3p, in contrast, significant …"
10,"miR-17","Both miR-17-5p and miR-20a alleviate suppressive potential of myeloid-derived suppressor cells by modulating STAT3 expression","M Zhang, Q Liu, S Mi, X Liang, Z Zhang","2011",178,"… miRNA binding points, two for the miR-17/20/93.mr/106/… miR-17-5p and miR-20a of the miR-17/20/93.mr/106/519 family on the suppressive properties of MDSCs. We found that miR-17-…"
11,"miR-17","[HTML][HTML] Cardiovascular dysregulation of miR-17-92 causes a lethal hypertrophic cardiomyopathy and arrhythmogenesis","LS Danielson, DS Park, N Rotllan","2013",140,"… MicroRNA cluster miR-17-92 has … of miR-17-92 in morphogenesis and function of cardiac 
and smooth muscle tissues. To do so, a mouse model of conditional overexpression of miR-17-…"
11,"miR-17","[HTML][HTML] The miR-17-92 microRNA cluster is regulated by multiple mechanisms in B-cell malignancies","M Ji, E Rao, H Ramachandrareddy, Y Shen","2011",85,"… Because the miR-17-92 cluster is expressed in proliferating cells, we normalized the values 
to those of normal centroblasts, which proliferate rapidly. We observed decreased miR-17-…"
11,"miR-17","Attenuation of miR-17∼92 Cluster in Bronchopulmonary Dysplasia","LK Rogers, M Robbins, D Dakhlallah","2015",64,"… The overall hypothesis for our work is that altered miR-17∼92 cluster expression … alterations 
in miR-17∼92 cluster and DNMT expression are present in BPD. Members of the miR-17∼…"
11,"miR-17","[HTML][HTML] Transgenic over-expression of the microRNA miR-17-92 cluster promotes proliferation and inhibits differentiation of lung epithelial progenitor cells","Y Lu, JM Thomson, HYF Wong, SM Hammond","2007",578,"… We therefore hypothesized that miR-17-92 is important for maintaining lung progenitor 
cells. In this study, we over-expressed the whole miR-17-92 cluster in the distal epithelium of …"
11,"miR-17","The miR-17-92 Cluster of MicroRNAs Confers Tumorigenicity by Inhibiting Oncogene-Induced Senescence","L Hong, M Lai, M Chen, C Xie, R Liao, YJ Kang, C Xiao","2010",198,"… underlying the antisenescence activity of miR-17-92, we analyzed the relevance of the 
known miR-17-92 targets in oncogene-induced senescence. miR-17-92 represses the …"
12,"miR-17","Extrachromosomal circular MiR-17-92 amplicon promotes HCC","S Zou, S Chen, G Rao, G Zhang, M Ma, B Peng","2024",18,"… More intriguingly, exogenous expression of artificial DNA circles harboring the miR-17-92 
cluster, which is synthesized by the ligase-assisted minicircle accumulation method, can …"
12,"miR-17","The c-Myc-regulated microRNA-17∼ 92 (miR-17∼ 92) and miR-106a∼ 363 clusters target hCYP19A1 and hGCM1 to inhibit human trophoblast differentiation","P Kumar, Y Luo, C Tudela, JM Alexander","2013",189,"… we identified members of the miR-17∼92 cluster … miR-17∼92 and inhibited hCYP19A1 
and hCGβ expression. Binding of endogenous c-Myc to genomic regions upstream of the miR-17…"
12,"miR-17","MiR-17-5p as circulating biomarkers for the severity of coronary atherosclerosis in coronary artery disease","J Chen, L Xu, Q Hu, S Yang","2015",55,"… MiR-17-5p was identified as an independent factor associated with the severity of atherosclerosis 
(miR-17-5p… miR-17-5p as a promising predictor of severity of coronary atherosclerosis. …"
13,"miR-17","The Myc–miR-17∼ 92 axis blunts TGFβ signaling and production of multiple TGFβ-dependent antiangiogenic factors","M Dews, JL Fox, S Hultine, P Sundaram, W Wang","2010",318,"… of miR-17∼92 (eg, clusterin and angiopoietin-like 4). Furthermore, enforced expression 
of miR-17∼92 … Together, our results define a pathway in which c-Myc activation of miR-17∼92 …"
13,"miR-17","CircMTO1 inhibits liver fibrosis via regulation of miR‐17‐5p and Smad7","W Wang, R Dong, Y Guo, J He, C Shao","2019",60,"… serve as a sponge for miR-17-5p. MiR-17-5p serves as an oncogenic miRNA to contribute 
to cancer development.30, 31 Numerous studies have already shown that miR-17-5p could …"
13,"miR-17","Progressive aortic dilation is regulated by miR-17–associated miRNAs","J Wu, HF Song, SH Li, J Guo, K Tsang, L Tumiati","2016",67,"… miR-17 gene cluster and miR-17–related miRNAs identified in our screen. Expression of 
the miR-17 cluster or with the same seed sequence as miR-17 … sequence as miR-17 (miR-17, …"
13,"miR-17","[HTML][HTML] miR-17-5p and miR-106a are involved in the balance between osteogenic and adipogenic differentiation of adipose-derived mesenchymal stem cells","H Li, T Li, S Wang, J Wei, J Fan, J Li, Q Han, L Liao","2013",188,"… of miR-17-5p and miR-106a, we overexpressed miR-17-5p and miR-106a and found that 
upregulation of either miR-17-… In addition, inhibition of either miR-17-5p or miR-106a increased …"
13,"miR-17","Modulation of human miR‐17–3p expression by methyl 3‐O‐methyl gallate as explanation of its in vivo protective activities","V Curti, E Capelli, F Boschi, SF Nabavi","2014",90,"… Literature data suggest that miR-17–3p is a microRNA involved in the regulation of cellular 
… this study was to investigate its effect on the expression levels of miR-17–3p in human cells. …"
13,"miR-17","An allelic series of miR-17∼ 92–mutant mice uncovers functional specialization and cooperation among members of a microRNA polycistron","YC Han, JA Vidigal, P Mu, E Yao, I Singh","2015",119,"… than mice carrying deletion of the miR-17 family alone, and further deletion of Mir92-1 (miR-17∼92 
Δ17,18,92/Δ17,18,92 ) fully recapitulated the phenotypes seen in miR-17∼92 loss-of…"
13,"miR-17","Counterbalance between RB inactivation and miR-17–92 overexpression in reactive oxygen species and DNA damage induction in lung cancers","H Ebi, T Sato, N Sugito, Y Hosono, Y Yatabe","2009",128,"… of the miR-17–92 microRNA cluster, and showed that SCLC cells were addicted to continued 
expressions of miR-17–… of miR-17–92. Conversely, induction of γ-H2AX was observed in a …"
13,"miR-17","The miR‐17‐92 cluster in cardiac health and disease","Y Cao, M Zheng, MA Sewani, J Wang","2024",1,"… We briefly introduce the nature of the miR-17-92 cluster … miR-17-92 during cardiac 
development, regeneration, and aging. Additionally, we highlight the indispensable roles of the …"
14,"miR-17","[HTML][HTML] The miR-17∼ 92 cluster: a key player in the control of inflammation during rheumatoid arthritis","L Philippe, G Alsaleh, S Bahram, S Pfeffer","2013",58,"… miR-17 ∼ 92 cluster, which has been previously implicated in cancer. Based on our data 
and on predicted miRNA:mRNA interactions, we will extrapolate a model whereby the miR-17 …"
14,"miR-17","[HTML][HTML] The miR-17-92 cluster: Yin and Yang in human cancers","W Zhao, A Gupta, J Krawczyk, S Gupta","2022",14,"… may contribute to cell fate regulation by miR-17-92. Further, we discuss recently developed 
strategies to target miR-17-92 cluster in human cancers. MiR-17-92 may serve as a potential …"
14,"miR-17","[HTML][HTML] MicroRNAs MiR-17, MiR-20a, and MiR-106b act in concert to modulate E2F activity on cell cycle arrest during neuronal lineage differentiation of USSC","HI Trompeter, H Abbad, KM Iwaniuk, M Hafner","2011",164,"… In addition we were able to confirm most of the targets already described for miR-17, -20a, 
and -106b. Despite their cell cycle relevant target proteins, miR-17, miR-20a, and miR-106b …"
14,"miR-17","Temporal expression of microRNA cluster miR-17-92 regulates effector and memory CD8+ T-cell differentiation","T Wu, A Wieland, K Araki, CW Davis","2012",151,"… miR-17-92 … miR-17-92 leads to a gradual loss of memory cells and defective central memory 
cell development. Therefore, our results reveal a temporal expression pattern of miR-17-92 …"
15,"miR-17","Activation of the miR-17 family and miR-21 during murine kidney ischemia-reperfusion injury","T Kaucsár, C Révész, M Godó, T Krenács","2013",67,"… Though miR-17-5p is encoded by the miR-17∼92 … miR-17-5p and 106a had a similar 
expression pattern after lethal ischemia, and miR-17-5p levels were higher, we focused on miR-17-…"
15,"miR-17","[HTML][HTML] The MYC/miR-17-92 axis in lymphoproliferative disorders: A common pathway with therapeutic potential","M Dal Bo, R Bomben, L Hernández, V Gattei","2015",68,"… In this review we first describe the miR-17-92 cluster locus … miR-17-92 cluster in normal and 
neoplastic B cells. Then, we review the main clinical and pathogenetic implications of miR-17…"
15,"miR-17","[HTML][HTML] Circ-HIPK3 strengthens the effects of adrenaline in heart failure by MiR-17-3p-ADCY6 axis","Y Deng, J Wang, G Xie, X Zeng, H Li","2019",47,"… Here, we found that circ-HIPK3 affected the concentration of Ca 2+ in cytoplasm by miR-17-… 
by miR-17-3p overexpression and vice versa, implicating the existence of circ-HIPK3 - miR-17…"
15,"miR-17","[HTML][HTML] Prognostic value of high-expression of miR-17-92 cluster in various tumors: evidence from a meta-analysis","K Zhang, L Zhang, M Zhang, Y Zhang, D Fan, J Jiang","2017",24,"… -expression of miR-17-92 … of miR-17-92 cluster high-expression was detected with recurrence 
or relapse-free survival. In summary, this meta-analysis towards high-expression of miR-17…"
15,"miR-17","Prognostic value of miR-17-5 p in gastrointestinal cancers: a systematic review and meta-analysis","Z Wang, J Zhang, Z Zhang, Y Jiang, M Li","2018",6,"… As an important member of miR-17/92 cluster, miR-17-5 p has … aimed to assess the effect 
of miR-17-5 p as a prognostic … This meta-analysis suggested that miR-17-5 p has predictive …"
15,"miR-17","[HTML][HTML] Serum miR-17, IL-4, and IL-6 levels for diagnosis of endometriosis","F Wang, H Wang, D Jin, Y Zhang","2018",56,"… was to investigate the role of serum miR-17, IL-4, and … miR-17 expression was lower in 
endometriosis group than that in control group. Besides, there was a significant decline of miR-17 …"
16,"miR-17","Triple-negative and luminal A breast tumors: differential expression of miR-18a-5p, miR-17-5p, and miR-20a-5p","CMC Calvano Filho, DC Calvano-Mendes","2014",91,"… in the expression of miR-17-92 … miR-17-92 cluster, which includes miR-17-5p, miR-18a-5p, 
and miR-20a-5p, plays an important role in breast tumorigenesis. We observed that miR-17-…"
16,"miR-17","[HTML][HTML] miR‑17‑5p and miR‑19b‑3p prevent osteoarthritis progression by targeting EZH2","Y Li, F Yuan, Y Song, X Guan","2020",21,"… miR‑17‑5p and miR‑19b‑3p during OA development. Interleukin (IL)‑1β‑treated chondrocytes 
were used to mimic OA in vitro. The expression levels of miR‑17‑… sites between miR‑17‑5p …"
