"page","term","title","authors","year","n_citations","abstract"
6,"miR-106b","Two miRNA Clusters, Mir-17-92 (Mirc1) and Mir-106b-25 (Mirc3), Are Involved in the Regulation of Spermatogonial Differentiation in Mice","MH Tong, DA Mitchell, SD McGowan","2012",189,"… Mir-106b-25 (Mirc3) cluster. We performed qRT-PCR analysis to compare the expression of 
members of the Mir-106b… the levels of three members of the Mir-106b-25 (Mirc3) cluster were …"
7,"miR-106b","[HTML][HTML] The microRNA cluster miR-106b~ 25 regulates adult neural stem/progenitor cell proliferation and neuronal differentiation","JO Brett, VM Renault, VA Rafalski, AE Webb","2011",239,"… site near the promoter for miR-106b~25 in NSPCs, raising the possibility of a FoxO-… miR-106b~25 is important for adult NSPC proliferation in self-renewal conditions. To inhibit miR-106b…"
7,"miR-106b","Circulating miR-106b-5p serves as a diagnostic biomarker for asymptomatic carotid artery stenosis and predicts the occurrence of cerebral ischemic events","T Zhang, Z Chen, X Yang, R Fu, J Wang","2020",9,"… and diagnostic value of miR-106b-5p in asymptomatic … the miR-106b-5p level. The receiver 
operating characteristic (ROC) curve was plotted to assess the diagnostic value of miR-106b-…"
7,"miR-106b","Expression of miR-106b-25 induced by salvianolic acid B inhibits epithelial-to-mesenchymal transition in HK-2 cells","Q Tang, H Zhong, F Xie, J Xie, H Chen","2014",43,"… -β signaling, might be a direct target of the miR-106b-25 cluster. In turn, low levels of TGF-β … 
the increase of miR-106b. In conclusion, our data suggest that the miR-106b-25 cluster may …"
7,"miR-106b","Identification of miR-17, miR-21, miR-27a, miR-106b and miR-222 as endoplasmic reticulum stress-related potential biomarkers in circulation of patients with …","P Telkoparan-Akillilar, D Cevik","2021",12,"… in patient samples is miR-106b (Table 2). We detected miR-106b level to be up-regulated 
significantly, with a fold change of 3.29 in patients. Additionally, miR-106b expression level is …"
7,"miR-106b","miR-106b Fine Tunes ATG16L1 Expression and Autophagic Activity in Intestinal Epithelial HCT116 Cells","Z Zhai, F Wu, AY Chuang","2013",67,"… the miR-106b∼25 cluster, we cotransfected the cells with the WT or mutated full-length 3’UTR 
vectors and each individual miR-106b… , transfection of either the miR-106b or the miR-93 …"
7,"miR-106b","miR-106b-5p induces immune imbalance of Treg/Th17 in immune thrombocytopenic purpura through NR4A3/Foxp3 pathway","JQ Li, JM Tian, XR Fan, ZY Wang, J Ling, XF Wu","2020",21,"… miR-106b-5p, and miR-106b-5p was able to negatively modulate NR4A3 expression. Moreover, 
we found miR-106b-… In vivo experiments revealed that silencing miR-106b-5p promoted …"
8,"miR-106b","[HTML][HTML] miR-106b promotes cell invasion and metastasis via PTEN mediated EMT in ESCC","J Zhang, D Chen, S Liang, J Wang","2018",31,"… that miR‑106b was upregulated in ESCC tissues and cell lines. Furthermore, miR‑106b 
expression in … In summary, the present study revealed that miR‑106b contributed to invasion and …"
8,"miR-106b","Identification of the miR-106b~25 MicroRNA Cluster as a Proto-Oncogenic PTEN-Targeting Intron That Cooperates with Its Host Gene MCM7 in Transformation","L Poliseno, L Salmena, L Riccardi, A Fornari","2010",540,"… We showed that miR-22 and the miR-106b~25 cluster are … We demonstrated that the 
intronic miR-106b~25 cluster … To further investigate the oncogenic capabilities of miR-106b…"
8,"miR-106b","The miR-106b-25 cluster targets Smad7, activates TGF-β signaling, and induces EMT and tumor initiating cell characteristics downstream of Six1 in human breast …","AL Smith, R Iwanaga, DJ Drasin, DS Micalizzi","2012",362,"… a significant correlation between miR-106b, Six1, and … We also demonstrate that 
overexpression of the miR-106b-25 … a significant correlation between miR-106b expression and …"
8,"miR-106b","[HTML][HTML] Perk-dependent repression of miR-106b-25 cluster is required for ER stress-induced apoptosis","S Gupta, DE Read, A Deepti, K Cawley, A Gupta","2012",107,"… of the miR-106b-25 cluster … to miR-106b-25 cluster in wild-type (WT) but not in Perk −/− 
MEFs. Further, we show that expression of miR-106b-25 and Mcm-7 (host gene of miR-106b-25) …"
8,"miR-106b","Engineering and optimization of the miR-106b cluster for ectopic expression of multiplexed anti-HIV RNAs","LA Aagaard, J Zhang, KJ von Eije, H Li, P Sætrom","2008",143,"… We based our work on the tri-cistronic miR-106b cluster located in … We initially cloned the miR-106b cluster into a … observed for miR-93 (60%) and miR-106b (50%). This order of efficacy …"
8,"miR-106b","[HTML][HTML] RETRACTED: Overexpressed miR-106b-5p promotes epithelial-mesenchymal transition in endometriosis by targeting PTEN","F Hu, Y Wang, X Wu, S Liu, H Ren, W Zhou","2022",2,"… rescue the effect of miR- 106b-5p on cell capacity. In conclusion, miR-106b-5p modified … 
These findings indicate that inhibition of miR-106b-5p may be an effective therapeutic strategy …"
9,"miR-106b","[HTML][HTML] Oxidative stress-induced mitophagy is suppressed by the miR-106b-93-25 cluster in a protective manner","C Zhang, P Nie, C Zhou, Y Hu, S Duan, M Gu","2021",32,"… O 2 promotes the expression of the miR-106b-93-25 cluster and that miR-106b and miR-93 … 
of miR-106b-93-25 cluster expression upon H 2 O 2 induction. Furthermore, miR-106b-…"
9,"miR-106b","Simvastatin ameliorate memory deficits and inflammation in clinical and mouse model of Alzheimer's disease via modulating the expression of miR-106b","W Huang, Z Li, L Zhao, W Zhao","2017",99,"… (lnc RNA) n336694 and miR-106b was overexpressed in APP/… miR-106b was explored 
using the method of Target Scan bioinformatics predictions, the results revealed that miR-106b …"
9,"miR-106b","[HTML][HTML] Protective role of matrine in sepsis-associated cardiac dysfunction through regulating the lncRNA PTENP1/miR-106b-5p axis","Y Liu, L Liu, J Zhang","2021",18,"… By matrine administration, the expression of PTENP1 was downregulated, but miR-106b-5p … 
PTENP1 or the knockdown of miR-106b-5p, and the overexpression of miR-106b-5p could …"
9,"miR-106b","[HTML][HTML] MicroRNAs MiR-17, MiR-20a, and MiR-106b act in concert to modulate E2F activity on cell cycle arrest during neuronal lineage differentiation of USSC","HI Trompeter, H Abbad, KM Iwaniuk, M Hafner","2011",164,"… miR-106b were found consistently downregulated in all USSC lines differentiated into cells 
of neuronal lineage. (B) Expression of miR-17, miR-20a, and miR-106b … -20a, and miR-106b …"
9,"miR-106b","Molecular network of miR-106b-5p regulating osteoporotic fracture in the elderly","H Wang, L Li, T Yilihamu, X Liu","2022",NA,"… miR-106b-5p为关键调控基 因,其靶标基因主要与MAPK活性的激活等生物功能以及PI3K-Akt和
转化生长因子β信号通路相关;②qPCR结果验证了miR-106b-… miR-106b-5p可能抑制骨质疏 松性…"
9,"miR-106b","Deficiency of the onco-miRNA cluster, miR-106b∼25, causes oligozoospermia and the cooperative action of miR-106b∼25 and miR-17∼92 is required to maintain …","A Hurtado, R Palomino, I Georg, M Lao","2020",11,"… carrying predicted targets for the miR-106b/93 seed family (red lines) and the miR-25 seed 
family (blue lines) and showing upregulation between controls and miR-106b∼25 KO testes. …"
9,"miR-106b","[HTML][HTML] MiR-106b-5p Regulates the Reprogramming of Spermatogonial Stem Cells into iPSC (Induced Pluripotent Stem Cell)-Like Cells","AHH Fard, M Valizadeh, Z Mazaheri","2022",1,"… , we selected miR-106b-5p, a member of the miR-106b-25 … Besides, in iPSC, the miR-106b-25 
cluster is induced in early … TGFBR2 and CDKN1A (p21) are also targets of miR-106b …"
10,"miR-106b","[HTML][HTML] miR-106b regulates the proliferation and differentiation of neural stem/progenitor cells through Tp53inp1-Tp53-Cdkn1a axis","X Xia, H Lu, C Li, Y Huang, Y Wang, X Yang","2019",20,"… and Cdkn1a are direct targets of miR-106b. Finally, the loss of function … miR-106b 
downregulation on the proliferation and differentiation of NPCs. Hence, our results highlight …"
10,"miR-106b","miR-106b-5p attenuates neuropathic pain by regulating the P2x4 receptor in the spinal cord in mice","H Du, D Wu, S Zhong, X Wei, Z Yuan","2022",7,"… miR-106b-5p (one of the downregulated miRNAs) using bioinformatics technology; quantitative 
real-time PCR analysis confirmed the change in expression of miR-106b-… and miR-106b-…"
10,"miR-106b","DLC-1 down-regulation via exosomal miR-106b-3p exchange promotes CRC metastasis by the epithelial-to-mesenchymal transition","F Mannavola, G Pezzicoli, M Tucci","2020",13,"… The Authors also demonstrated an increase in serum exosomal miR-106b-3p in patients 
with metastatic CRC, suggesting its potential implication as a prognostic biomarker. These …"
11,"miR-106b","[HTML][HTML] Mir-106b cluster regulates primordial germ cells differentiation from human mesenchymal stem cells","S Mahboudi, K Parivar, Z Mazaheri, S Irani","2021",5,"… by miR-106b were successfully differentiated into PGCs. The results of this study also showed 
that the expression of miR-106b … by lentivector expressing miR-106b in comparison with …"
11,"miR-106b","[HTML][HTML] Antagonist targeting miR‑106b‑5p attenuates acute renal injury by regulating renal function, apoptosis and autophagy via the upregulation of TCF4","JM Hu, LJ He, PB Wang, Y Yu","2021",7,"… ‑5p is a kidney function‑related miRNA; however, whether miR‑106b‑5p regulates the … 
of miR‑106b‑5p antagonist on the regulation of ARI progression. It was found that miR‑106b‑5p …"
11,"miR-106b","[HTML][HTML] Integrative analysis of NSCLC identifies LINC01234 as an oncogenic lncRNA that interacts with HNRNPA2B1 and regulates miR-106b biogenesis","Z Chen, X Chen, T Lei, Y Gu, J Gu, J Huang, B Lu","2020",81,"The discovery of long noncoding RNAs (lncRNAs) has increased our understanding of the 
development and progression of many cancers, but their contributions to non-small cell lung …"
11,"miR-106b","miR-106b-5p intensifies the proliferative potential of spermatogonial stem cells as a prerequisite for male infertility treatment","AH Hasani Fard, M Valizadeh, Z Mazaheri","2022",1,"… miR-106b has shown noticeable features in the regulation of SSCs [12, 13]. According to 
the collective outcomes of the studies reported here, we hypothesized that miR-106b-… miR-106b-…"
11,"miR-106b","[HTML][HTML] Propofol Inhibits Microglial Activation via miR-106b/Pi3k/Akt Axis","J Liu, P Ai, Y Sun, X Yang, C Li, Y Liu, X Xia","2021",7,"… one of the most affected pathways after miR-106b perturbation of function via RNA sequencing 
(RNA-seq) analysis. Lastly, we showed that miR-106b achieve its anti-inflammatory roles …"
12,"miR-106b","Knockdown of Mmu-circ-0001380 attenuates myocardial ischemia/reperfusion injury via modulating miR-106b-5p/Phlpp2 axis","L Wang, C Wang, Z Sun, A Du, F Shan","2023",5,"… Mmu-miR-106b-5p interacted with circ-0001380, and … The miR-106b-5p/Phlpp2 axis mediated 
the effect of circ-0001380 on OGD… MI/R injury via regulating the miR-106b-5p/Phlpp2 axis. …"
12,"miR-106b","Overexpression of long non-coding RNA SNHG16 against cerebral ischemia-reperfusion injury through miR-106b-5p/LIMK1 axis","H Pan, F Zhao, Y Yang, N Chang","2020",19,"… MiR-106b-5p was transcribed from the miR-106b-25 cluster and located in human … a 
potential target of miR-106b-5p. We further confirmed that LIMK1 is a direct target of miR-106b-5p. …"
12,"miR-106b","Associations of high expression of miR-106b-5p detected from FFPE sample with poor prognosis of RCC patients","K Liu, X Pan, X Peng, C Zhang, H Li, X Guan","2019",8,"… to FFPE specimens and extracted miR-106b-5p from FFPE specimens. … miR-106b-5p 
and it may also value for the future studies that we could explore the prognosis value of miR-106b…"
12,"miR-106b","miR-132-3p, miR-106b-5p, and miR-19b-3p Are associated with brain-derived neurotrophic factor production and clinical activity in multiple sclerosis: a pilot study","F Sağır, N Ersoy Tunalı, T Tombul, G Koral","2021",10,"… Furthermore, our results also suggest that sustained elevation of miR-132-3p and miR-106b-5p 
in the SPMS stage appears to be increasing the deterioration pace of disability (ie, …"
12,"miR-106b","[HTML][HTML] Mycobacterium tuberculosis modulates miR-106b-5p to control cathepsin S expression resulting in higher pathogen survival and poor T-cell activation","D Pires, EM Bernard, JP Pombo, N Carmo","2017",51,"… miR-106b-5p were specifically upregulated by pathogenic mycobacteria. Here, we show that miR-106b… Using an in silico prediction approach, we identified miR-106b-5p with a potential …"
13,"miR-106b","miR-106b-5p upregulation is associated with microglial activation and inflammation in the mouse hippocampus following status epilepticus","T Yu, H Fu, JJ Sun, DR Ding, H Wang","2021",7,"… this study were consistent with increased miR-106b serum levels in epilepsy patients in 
previous reports (An et al. 2016; Wang et al. 2015). Targeting miR-106b-5p-mediated inhibition …"
13,"miR-106b","MiR-106b-5p inhibits tumor necrosis factor-α-induced apoptosis by targeting phosphatase and tensin homolog deleted on chromosome 10 in vascular endothelial …","J Zhang, SF Li, H Chen, JX Song","2016",36,"… PTEN is a direct target of miR-106b-5p, we cloned the putative miR-106b-5p binding site 
on … miR-106b-5p mimics into HUVEC [Figure 2a]. We found that overexpression of miR-106b-5p …"
13,"miR-106b","[HTML][HTML] The miR-106b∼ 25 cluster promotes bypass of doxorubicin-induced senescence and increase in motility and invasion by targeting the E-cadherin …","Y Zhou, Y Hu, M Yang, P Jat, K Li","2014",95,"… To determine whether the miR-106b∼25 cluster might be directly … the miR-106b∼25 
cluster in a lentiviral vector and generated stable transfectants of MTMEC cells (MTMEC-miR-106b…"
13,"miR-106b","Silencing miR-106b accelerates osteogenesis of mesenchymal stem cells and rescues against glucocorticoid-induced osteoporosis by targeting BMP2","K Liu, Y Jing, W Zhang, X Fu, H Zhao, X Zhou, Y Tao","2017",55,"… miR-106b (miR-106b-5p) negatively regulated osteogenic differentiation of mesenchymal 
stem cells in vitro. Then, we found that miR-106b … and mechanism of miR-106b in negatively …"
13,"miR-106b","[HTML][HTML] Electroacupuncture-Modulated MiR-106b-5p Expression Enhances Autophagy by Targeting Beclin-1 to Promote Motor Function Recovery After Spinal Cord …","S Guo, J Chen, Y Yang, X Li, Y Tang, Y Gui, J Chen","2023",NA,"… miR-106b-5p in the EA treatment of an SCI. … miR-106b-5p in SCI remains unclear, warranting 
further investigation. Therefore, we aimed to explore the relationship between the miR-106b…"
13,"miR-106b","Resveratrol protects against ox-LDL-induced endothelial dysfunction in atherosclerosis via depending on circ_0091822/miR-106b-5p-mediated upregulation of TLR4","J Chen, Y Liu, Y Liu, J Peng","2022",12,"… the miRNA target for circ_0091822 which contained miR-106b-5p binding sites. In addition, 
circ_0091822 could inhibit miR-106b-5p level via interacting with miR-106b-5p to induce the …"
14,"miR-106b","[PDF][PDF] Analyzing miR-106b-5p and miR-93-5p as Promising Diagnostic Markers for Autism Spectrum Disorder","A Safdar, S Khurshid, U Farwa","2021",NA,"… For this purpose, this study identified and examined two miRNAs, namely miR-106b-5p 
and miR-93-5p, which can act as biomarkers and aid in early treatment of ASD …"
14,"miR-106b","[HTML][HTML] TSA suppresses miR-106b-93-25 cluster expression through downregulation of MYC and inhibits proliferation and induces apoptosis in human EMC","ZN Zhao, JX Bai, Q Zhou, B Yan, WW Qin, LT Jia","2012",69,"… We further identified MYC as a regulator of miR-106b-93-25 cluster and demonstrated its … miR-106b-93-25 cluster and up-regulation of p21 and BIM. More important, we found miR-106b…"
14,"miR-106b","[HTML][HTML] Elevated circulating hsa-miR-106b, hsa-miR-26a, and hsa-miR-29b in type 2 diabetes mellitus with diarrhea-predominant irritable bowel syndrome","W Tao, X Dong, G Kong, P Fang, X Huang","2016",30,"… , hsa-miR-106b, hsa-miR-26a, and hsa-miR-29b, were found to be significantly elevated in 
T2DM with D-IBS by RT-PCR. Conclusions. Our study has indicated that hsa-miR-106b, hsa-…"
14,"miR-106b","Expression of miR-106a-5p, miR-106b-5p and TGFB1i1 in Peripheral Blood Mononuclear Cells (PBMCs) of Chemical Veterans Exposed to Sulfur Mustard with Long …","S Sepehrnia, A Mohammad Mohseni Majd","2022",NA,"… miR-106b-5p expression levels were considerably elevated in … In a ROC analysis, miR-106a-5p 
and miR-106b-5p potentially … be considered as a better biomarkers than miR-106b-5p. …"
14,"miR-106b","[HTML][HTML] CircCCNB1 silencing acting as a miR-106b-5p sponge inhibited GPM6A expression to promote HCC progression by enhancing DYNC1I1 expression and …","Y Liu, Y Cao, P Zhao, L Wu, Y Lu, Y Wang","2022",24,"… mechanism of the hsa_circ_0001495 (circCCNB1)/miR-106b-5p/GPM6A ceRNA network in 
… of the targeted GPM6A by miR-106b-5p induced reduction of miR-106b-5p sponging, which …"
14,"miR-106b","[HTML][HTML] miR‑106b‑5p targeting SIX1 inhibits TGF‑β1‑induced pulmonary fibrosis and epithelial‑mesenchymal transition in asthma through regulation of E2F1","S Liu, X Chen, S Zhang, X Wang","2021",25,"… present study identified that miR-106b-5p inhibited fibrosis and EMT via the miR-106b-5p/E2F1/SIX1 
signaling pathway in TGF-β1-induced BEAS-2B cells. Therefore, miR-106b-5p may …"
14,"miR-106b","Berberine alleviates oxidative stress in islets of diabetic mice by inhibiting miR‐106b expression and up‐regulating SIRT1","DL Chen, KY Yang","2017",50,"… SIRT1 was a target gene of miR-106b. In addition, miR-106b over-expression could reverse 
… Berberine could attenuate oxidative stress of diabetic mice at least partly through miR-106b/…"
15,"miR-106b","miR-106b-5p protects against drug-induced liver injury by targeting vimentin to stimulate liver regeneration","X Lu, L Yu, J Zheng, A Li, J Li, H Lou, W Zhang, H Guo","2023",NA,"… Finally, we show the expression of serum miR106b-5p to correlate with the severity of 
clinical DILI cases exposed to various drugs to reinforce the notion of miR-106b-5p stimulating …"
15,"miR-106b","The fibroblast-like synoviocyte derived exosomal long non-coding RNA H19 alleviates osteoarthritis progression through the miR-106b-5p/TIMP2 axis","F Tan, D Wang, Z Yuan","2020",60,"… degradation of chondrocytes via targeting miR-106b-5p. a Luciferase activities in chondrocytes 
were compared between miR-106b-5p mimic+H19-WT and miR-106b-5p mimic+H19-…"
15,"miR-106b","[HTML][HTML] miR‑106b‑5p modulates acute pulmonary embolism via NOR1 in pulmonary artery smooth muscle cells","H Chen, Q Ma, J Zhang, Y Meng","2020",15,"… miR-106b-5p, the matured product of miR-106b, has been reported to serve an important role 
in multiple types of cancer. miR-106b… cancer (31), but miR-106b-5p promotes stem cell-like …"
15,"miR-106b","[HTML][HTML] Involvement of miR-106b in tumorigenic actions of both prolactin and estradiol","KHE Chen, K Bustamante, V Nguyen, AM Walker","2017",11,"… mediated through miR-106b, we constructed shRNA plasmids to be used to increase 
expression of either miR-106b or anti-miR-106b. Increased expression of miR-106b essentially …"
15,"miR-106b","The miR-106b-25 cluster mediates drug resistance in myeloid leukaemias by inactivating multiple apoptotic genes","M Zhang, F Xiao, Y Li, Z Chen, X Zhang","2023",2,"… miR-106b-25 cluster in drug resistance of haematologic malignancies has not yet been 
elucidated. Here, we show that the miR-106b-… that overexpression of the miR-106b-25 cluster or …"
15,"miR-106b","miR-106b-5p Stimulates Liver Regeneration and Protects Against Drug-Induced Liver Injury by Targeting Vimentin","X Lu, L Yu, J Zheng, A Li, J Li, H Lou, W Zhang, H Guo","X Lu, L Yu, J Zheng, A Li, J Li, H Lou, W Zhang, H Guo… - papers.ssrn.com",NA,"… the key hepatocytes under miR-106b-5p treatment. The biological function of miR-106b-5p 
was … Interpretation We report a novel mechanism of arDILI whereby miR-106b-5p safeguards …"
16,"miR-106b","Serum microRNA Expression Profiling in Malaria Patients and Bioinformatic Analysis of Hsa-miR-106b-5p","J Peng, X Peng, Y Wang, L Jiang, D Li, P Teng","2021",NA,"… the downregulation of miR-106b is positively correlated with a decrease in the immune 
protection of malaria vaccines. It has been reported that increasing the expression of miR-106b in …"
16,"miR-106b","[HTML][HTML] Silencing miR-106b improves palmitic acid-induced mitochondrial dysfunction and insulin resistance in skeletal myocytes","Y Zhang, YP Zhao, YF Gao","2015",18,"… In the current study the effect of miR‑106b … miR-106b in the mitochondrial function and 
insulin sensitivity of skeletal myocytes was investigated under PA treatment by silencing miR-106b …"
16,"miR-106b","Repetitive magnetic stimulation promotes neural stem cells proliferation by upregulating MiR-106b in vitro","H Liu, X Han, H Chen, C Zheng, Y Yang","2015",34,"… In the present study, the result showed that the expression levels of miR-106b and miR-93 … miR-106b cluster. Our study showed that miR-25 has an opposite trend to miR-106b and miR-…"
