"page","term","title","authors","year","n_citations","abstract"
8,"miR-665","MiR-665 participates in the protective effect of dexmedetomidine in ischemic stroke by ROCK2/NF-κB axis","QH Liu, JE Wu, SS Lai, G Li","2022",1,"… of DEX in ischemic stroke through miR-665/ROCK2 axis. The … Therefore, we speculate that miR-665 is also involved in the … there were binding sited between miR-665 and ROCK2, and …"
8,"miR-665","circSNTB2 and CUL4A induces dysfunction of nucleus pulposus cells by competitively binding miR-665","Y Jia, X Huo, L Wu, H Zhang, W Xu, H Leng","2023",1,"… of miR-665 on cell proliferation and apoptosis of NP cells were investigated, and our data 
showed that knocking down miR-665 … Hence, miR-665 weakened the modulation of circSNTB2 …"
9,"miR-665","[HTML][HTML] Olmesartan alleviates bleomycin-mediated vascular smooth muscle cell senescence via the miR-665/SDC1 axis","Y Zhang, Q Liang, Y Zhang, L Hong, D Lei","2020",11,"… Either miR-665 overexpression or SDC1 knockdown significantly reversed the effects of … 
senescence caused by miR-665 overexpression. Our findings suggest that the miR-665/SDC1 …"
9,"miR-665","Hsa_circ_0010729 is Involved in Oxygen–Glucose Deprivation/Reoxygenation-Induced Human Microvascular Endothelial Cell Deprivation by Targeting miR-665 …","X Ouyang, G Shi, S Wang, L Chen, J Xu, D Xie","2022",3,"… miR-665. Thus, we will investigate whether circ_0010729 acts as a functional molecular 
mediator to regulate ING5 expression through miR-665… by sponging miR-665 and regulating …"
9,"miR-665","232 Administration of miR-665 modulates cardiomiocyte mechanotransduction and prevents pathological cardiac remodelling after pressure overload","L Braga, M Dal Ferro, M Mano, A Eulalio","2018",NA,"Background: Diabetes induces pathological cardiac remodelling. These have been attributed 
to dysregulation of cardiac-specific microRNAs (miRs). Whether restoration of miRs could …"
9,"miR-665","Correction: LEF1 mediates osteoarthritis progression through circRNF121/miR-665/MYD88 axis via NF-кB signaling pathway","T Wang, Z Hao, C Liu, L Yuan, L Li, M Yin, Q Li","2020",4,"Correction: LEF1 mediates osteoarthritis progression through circRNF121/miR-665/MYD88 
axis via NF-кB signaling pathway - PMC … Correction: LEF1 mediates osteoarthritis …"
9,"miR-665","WITHDRAWN: Circ_0136474 contributes to the IL-1β-induced chondrocyte injury by binding to miR-665 to induce the FGFR1 upregulation","F Pan, Z Li, Y Luo, Z Ma, S Feng, N Xu","2022",3,"WITHDRAWN: Circ_0136474 contributes to the IL-1β-induced chondrocyte injury by binding to miR-665 to induce the FGFR1 upregulation - ScienceDirect … WITHDRAWN: Circ_0136474 …"
10,"miR-665","Retraction Note: Long non-coding RNA HIF1A-AS2 facilitates adipose-derived stem cells (ASCs) osteogenic differentiation through miR-665/IL6 axis via PI3K/Akt …","R Wu, J Ruan, Y Sun, M Liu, Z Sha, C Fan, Q Wu","2023",NA,"… mRNA and miR-665. Specifically, the sequence of IL6 3'UTR reported in this article appears 
to refer to ILR6 rather than IL6. Additionally, in the TargetScan database, miR-665 does not …"
11,"miR-665","[CITATION][C] MIR-665 Accelerates Endoplasmic Reticulum Stress-Induced Apoptosis by Targeting XBP1 and ORMDL3 in Inflammatory Bowel Disease","M Li, SH Zhang, Y Qiu, R Feng, S Huang, L Li, T Li","2017",NA,""
11,"miR-665","miR-665 在奶牛乳腺上皮细胞炎症中的表达及功能分析","","2022",2,"… 及其潜在靶mRNA 的表达水平,并采用生物信息学方法进行了miR665 保守性分析,靶基因预测及
… 物种的miR-665 序列进行分析,发现miR-665 在物种间高度保守(图 3),说明牛miR-665 可能具有…"
11,"miR-665","[CITATION][C] Bone-related Circulating MicroRNAs miR-29b-3p, miR-550a-3p, and miR-665 324-3p and their Association to Bone Microstructure and Histomorphometry","X Feichtinger","X Feichtinger - Sci Rep",2,""
11,"miR-665","[CITATION][C] Mir-665 regulates vascular smooth muscle cell senescence by interacting with lncrna gas5/sdc1 [J]. Front Cell Dev Biol. 2021; 9: 700006","T Chen, Q Liang, J Xu","T Chen, Q Liang, J Xu - DOI",2,""
11,"miR-665","[CITATION][C] Liang ZD, Pei L. Propofol-induced rno-miR-665 targets BCL2L1 and influences apoptosis in rodent developing hippocampal astrocytes","S Wc","2015",2,""
12,"miR-665","[CITATION][C] LEF1 mediates osteoarthriti s progression through circRNF121/miR-665/MYD88 axis via NF-small ka","T Wang, Z Hao, C Liu, L Yuan, L Li, M Yin","2020",1,""
12,"miR-665","[CITATION][C] MicroRNA hsa-miR-665 prevents cardiomyocyte hypertrophy and preserves normal cardiac function after pressure overload","L Braga, M Dal Ferro, M Mano","2017",NA,""
12,"miR-665","[CITATION][C] miR-665 Regulates Dentinogenesis by miRNA and Epigenetic Mechanism","M Hassan, A Kemper, H Rashid","5774",NA,""
12,"miR-665","[CITATION][C] hsa-miR-665 Prevents Cardiomyocyte Hypertrophy and Preserve Normal Cardiac Function After Pressure Overload","L Braga, M Dal Ferro, M Mano","2017",NA,""
12,"miR-665","肝癌患者血清外泌体内 miR-665 的表达及临床意义","","2018",2,"… >0.05),外泌体miR-665高表达组患者生存期较… miR-665水平升高与肝癌进展相关,测定血清外
泌 体内miR-665的水平可能有助于肝癌的临床诊断和预后判断. [关键词] 癌,肝细胞;外泌体;miR-665…"
12,"miR-665","[CITATION][C] LINC00519 通过 miR-665/STAT3 轴促进口腔鳞状细胞癌进展","","2021",NA,""
