"page","term","title","authors","year","n_citations","abstract"
4,"miR-106b-5p","Differential expression of MiR-106b-5p and MiR-200c-3p in newly diagnosed versus chronic primary immune thrombocytopenia patients based on systematic analysis","C Qian, W Yan, T Li, Q Cui, P Liu, M Gu, J Guo","2018",21,"… obtained for differential miR-106b-5p expression between … miR-106b-5p is thought to be 
involved in the development of a … Serum miR-106b-5p has been shown to be a potential …"
4,"miR-106b-5p","MiR-106b-5p inhibits tumor necrosis factor-α-induced apoptosis by targeting phosphatase and tensin homolog deleted on chromosome 10 in vascular endothelial …","J Zhang, SF Li, H Chen, JX Song","2016",36,"… is a direct target of miR-106b-5p, we cloned the putative miR-106b-5p binding site on 
PTEN … miR-106b-5p mimics into HUVEC [Figure 2a]. We found that overexpression of miR-106b-5p …"
4,"miR-106b-5p","miR-106b-5p induces immune imbalance of Treg/Th17 in immune thrombocytopenic purpura through NR4A3/Foxp3 pathway","JQ Li, JM Tian, XR Fan, ZY Wang, J Ling, XF Wu","2020",20,"… of miR-106b-5p, and miR-106b-5p was able to negatively modulate NR4A3 expression. 
Moreover, we found miR-106b-5p … In vivo experiments revealed that silencing miR-106b-5p …"
4,"miR-106b-5p","Resveratrol protects against ox-LDL-induced endothelial dysfunction in atherosclerosis via depending on circ_0091822/miR-106b-5p-mediated upregulation of TLR4","J Chen, Y Liu, Y Liu, J Peng","2022",12,"… target for circ_0091822 which contained miR-106b-5p binding sites. In addition, circ_0091822 
could inhibit miR-106b-5p level via interacting with miR-106b-5p to induce the miRNA …"
4,"miR-106b-5p","Modulation of microglia M2 polarization and alleviation of hippocampal neuron injury by MiR-106b-5p/RGMa in a mouse model of status epilepticus","T Yu, L Huo, J Lei, JJ Sun, H Wang","2022",10,"… Our results suggest that therapeutic strategies targeting miR-106b-5p or … that miR-106b-5p 
negatively regulates RGMa expression [32]. We speculated that suppressing miR-106b-5p …"
4,"miR-106b-5p","Matrine regulates H2O2-induced oxidative stress through long non-coding RNA HOTAIR/miR-106b-5p axis via AKT and STAT3 pathways","G Xu, W Zhang, Z Wang, M Chen, B Shi","2020",23,"… that miR-106b-5p was a target of HOTAIR and negatively regulated by HOTAIR. Moreover, 
up-regulation of miR-106b-5p … In conclusion, miR-106b-5p was a direct target of HOTAIR and …"
5,"miR-106b-5p","Overexpression of long non-coding RNA SNHG16 against cerebral ischemia-reperfusion injury through miR-106b-5p/LIMK1 axis","H Pan, F Zhao, Y Yang, N Chang","2020",19,"… target of miR-106b-5p. We further confirmed that LIMK1 is a direct target of miR-106b-5p. 
The … However, the function and mechanism of miR-106b-5p and LIMK1 in neuronal ischemic …"
5,"miR-106b-5p","Circular RNA Circ_ANKMY2 regulates temporal lobe epilepsy progression via the miR-106b-5p/FOXP1 Axis","Q Lin, J Chen, X Zheng, Y Zhang, X Tao, J Ye","2020",15,"… We observed that circ_ANKMY2 overexpression reduced the level of miR-106b-5p in SK-N-AS 
cells, while this trend was recovered after transfection with miR-106b-5p mimics (Fig. 4a). …"
5,"miR-106b-5p","Circ-PRKCI alleviates lipopolysaccharide-induced human kidney 2 cell injury by regulating miR-106b-5p/GAB1 axis","Y Xiong, Y Wang, H Tian, Y Li, Q Xu","2021",9,"… In addition, miR-106b-5p mimic and miR-106b-5p inhibitor were successfully transfected 
into HK-2 cells because of the upregulation and downregulation of miR-106b-5p in HK-2 cells …"
5,"miR-106b-5p","Estradiol exerts a neuroprotective effect on SH‐SY5Y cells through the miR‐106b‐5p/TXNIP axis","Q Pan, K Guo, M Xue, Q Tu","2021",9,"… level of miR-106b-5p and relived the inhibitory effect of Aβ42 on miR-106b-5p expression in 
SH-… roles of miR-106b-5p in SH-SY5Y cells, we conducted miR-106b-5p overexpression or …"
5,"miR-106b-5p","miR-132-3p, miR-106b-5p, and miR-19b-3p Are associated with brain-derived neurotrophic factor production and clinical activity in multiple sclerosis: a pilot study","F Sağır, N Ersoy Tunalı, T Tombul, G Koral","2021",10,"… Furthermore, our results also suggest that sustained elevation of miR-132-3p and miR-106b-5p 
in the SPMS stage appears to be increasing the deterioration pace of disability (ie, …"
5,"miR-106b-5p","Knockdown of Mmu-circ-0001380 attenuates myocardial ischemia/reperfusion injury via modulating miR-106b-5p/Phlpp2 axis","L Wang, C Wang, Z Sun, A Du, F Shan","2023",3,"… Circ-0001380 was found to bind to miR-106b-5p, and the silence of miR-106b-5p remarkably 
reversed the protective effects of circ-0001380 downregulation on OGD/R-induced HL-1 …"
6,"miR-106b-5p","Long noncoding RNA SNHG16 facilitates abdominal aortic aneurysm progression through the miR-106b-5p/STAT3 feedback loop","B Yang, X Wang, C Ying, F Peng, M Xu","2021",12,"… and miR-106b-5p, a luciferase reporter assay was carried out. We found that miR-106b-5p 
mimics led … the enrichment of STAT3 mRNA and miR-106b-5p in the RIP products in the Ago2 …"
6,"miR-106b-5p","miR-106b-5p upregulation is associated with microglial activation and inflammation in the mouse hippocampus following status epilepticus","T Yu, H Fu, JJ Sun, DR Ding, H Wang","2021",7,"… To investigate the association of miR-106b-5p with neuroinflammation and microglial activation 
in a … We observed that miR-106b-5p level increased while both RGMa and TREM2 levels …"
6,"miR-106b-5p","[HTML][HTML] Circulating plasma levels of miR-106b-5p predicts maximal performance in female and male elite kayakers","I Torres-Aguilera, P Pinto-Hernandez","2023",3,"… Introduction: Plasma miR-106b-5p levels have been … on sports performance of plasma miR-106b-5p levels in elite female … Circulating plasma levels of miR-106b-5p were analyzed by …"
6,"miR-106b-5p","[HTML][HTML] Antagonist targeting miR‑106b‑5p attenuates acute renal injury by regulating renal function, apoptosis and autophagy via the upregulation of TCF4","JM Hu, LJ He, PB Wang, Y Yu","2021",6,"… is a kidney function‑related miRNA; however, whether miR‑106b‑5p regulates the … effects 
of miR‑106b‑5p antagonist on the regulation of ARI progression. It was found that miR‑106b‑5p …"
6,"miR-106b-5p","hsa-miR-106b-5p participates in the development of chronic thromboembolic pulmonary hypertension via targeting matrix metalloproteinase 2","R Miao, X Dong, J Gong, Y Wang, X Guo","2020",10,"… Thus, we suggested that downregulation of miR-106b-5p might be implicated in the 
development of CTEPH via upregulation of MMP2. However, our study is limited by lacking of the …"
6,"miR-106b-5p","Reversal of H2O2-induced cell death by knockdown of HOTAIR in HTR-8/SVneo cells by mediation of miR-106b-5p/ACSL4 axis","M Cao, W Jin, Y Li, M Wang, F Wan, Y Ren","2023",2,"… In this study, we found that downregulation of miR-106b-5p could partially reverse the … 
Therefore, our study is the first to explore the role of miR-106b-5p in preeclampsia. Other …"
6,"miR-106b-5p","Circulating miR-106b-5p serves as a diagnostic biomarker for asymptomatic carotid artery stenosis and predicts the occurrence of cerebral ischemic events","T Zhang, Z Chen, X Yang, R Fu, J Wang","2020",9,"… Patients with high miR-106b-5p expression experienced more CIE. miR-106b-5p was highly 
… Our present results provide evidence for miR-106b-5p as a promising biomarker for CAS …"
7,"miR-106b-5p","Role of miR-106b-5p in the regulation of gene profiles in endothelial cells","J Zhang, SF Li, H Chen, JX Song","2019",7,"… 选取从两组网络中得到的共表达地位差异最为显著的miR-106b-5p进一步研究,通过转染miR-106b-5p 
mimics上调人脐静脉内皮细胞的miR-106b-5p表达水平,筛查转染后差异基因表达谱,并…"
7,"miR-106b-5p","Inhibition of MiR‐106b‐5p mediated by exosomes mitigates acute kidney injury by modulating transmissible endoplasmic reticulum stress and M1 macrophage …","X Li, Y Zhong, R Yue, J Xie, Y Zhang","2023",1,"… a potential target protein of miR-106b-5p. Notably, the inhibition of miR-106b-5p expression 
in … Additionally, our results suggest that the level of exosomal miR-106b-5p in urine is closely …"
7,"miR-106b-5p","miR-106b-5p attenuates neuropathic pain by regulating the P2x4 receptor in the spinal cord in mice","H Du, D Wu, S Zhong, X Wei, Z Yuan","2022",7,"… P2X4R was found to be a major target of miR-106b-5p (one … the change in expression of miR-106b-5p, and dual-luciferase … and miR-106b-5p in the spinal dorsal horn. Transfection with …"
7,"miR-106b-5p","Associations of high expression of miR-106b-5p detected from FFPE sample with poor prognosis of RCC patients","K Liu, X Pan, X Peng, C Zhang, H Li, X Guan","2019",7,"… FFPE specimens and extracted miR-106b-5p from FFPE specimens. … miR-106b-5p 
and it may also value for the future studies that we could explore the prognosis value of miR-106b-5p …"
7,"miR-106b-5p","[ALINTI][C] miR-106b-5p 靶向调控细胞周期蛋白 D1 抑制结直肠癌细胞增殖, 迁移与侵袭","","2022",3,""
7,"miR-106b-5p","miR-106b-5p intensifies the proliferative potential of spermatogonial stem cells as a prerequisite for male infertility treatment","AH Hasani Fard, M Valizadeh, Z Mazaheri","2022",1,"… here, we hypothesized that miR-106b-5p might … miR-106b-5p, TGF-β, PTEN, and ID4 
genes expression. Subsequently, the study results strengthened our assumption that miR-106b-5p …"
7,"miR-106b-5p","[PDF][PDF] LncRNA SNHG16 通过 miR-106b-5p/PHF1 轴调节结直肠癌细胞的增殖, 凋亡, 迁移和侵袭","","2023",2,"… 影响CRC 进展的下游机制,本研究通过生物信息学 预测了miR-106b-5p 的下游靶标,结果显示
PHF1 是miR-106b-5p 的可能靶点. PHF1 是多梳基因 (PcG)家族的一员,包含两种组蛋白阅读模块,…"
7,"miR-106b-5p","[HTML][HTML] RETRACTED: Overexpressed miR-106b-5p promotes epithelial-mesenchymal transition in endometriosis by targeting PTEN","F Hu, Y Wang, X Wu, S Liu, H Ren, W Zhou","2022",2,"… This study aimed to detect miR-106b- 5p expression in human endometrial stromal cells … 
rescue the effect of miR- 106b-5p on cell capacity. In conclusion, miR-106b-5p modified human …"
8,"miR-106b-5p","HAGLR, stabilized by m6A modification, triggers PTEN‐Akt signaling cascade‐mediated RPE cell pyroptosis via sponging miR‐106b‐5p","R Luo, L Li, Q Han, J Fu, F Xiao","2024",NA,"… HAGLR and miR-106b-5p, as well as miR-106b-5p and PTEN. The HAGLR/miR-106b-5p/… 
As for miR-106b-5p, few researches have demonstrated its role in DR progression, and only …"
8,"miR-106b-5p","miR-106b-5p regulates the differentiation of goat intramuscular preadipocytes by targeting KLF4.","Y Du, Y Zhao, Y Lin, J Zhu, Y Wang, J Ma, G Xie","2020",3,"… miR-106b-5p on the differentiation of goat intramuscular preadipocytes, and to confirm whether miR-106b-5p … to detect the expression pattern of miR-106b-5p during the differentiation of …"
8,"miR-106b-5p","[HTML][HTML] Electroacupuncture-Modulated MiR-106b-5p Expression Enhances Autophagy by Targeting Beclin-1 to Promote Motor Function Recovery After Spinal Cord …","S Guo, J Chen, Y Yang, X Li, Y Tang, Y Gui, J Chen","2023",NA,"… the involvement of miR-106b-5p in the … miR-106b-5p in SCI remains unclear, warranting 
further investigation. Therefore, we aimed to explore the relationship between the miR-106b-5p …"
8,"miR-106b-5p","[HTML][HTML] miR-106b-5p靶向KLF4调控山羊肌内前体脂肪细胞分化","","2020",3,"… miR-106b-5p在山羊肌内前体脂肪细胞分化过程中的表达模式,通过脂质体转染技术将miR-106b-5p 
mimic和miR-106b-5p … ,油红O染色法从形态学验证miR-106b-5p对脂肪细胞中脂滴积聚的…"
8,"miR-106b-5p","LncRNA-SNHG3 promotes neuroinflammation post-intracerebral hemorrhage by regulating the miR-106b-5p/TXNIP axis","F Zhou, F Wu, X Wang, S Yu, W Tian, O Lv","2023",NA,"… miR-106b-5p downregulation has been reported in ICH (Chen et al. 2021), we hypothesized 
an interaction between lncRNA-SNHG3 and miR-106b-5p… , the levels of miR-106b-5p were …"
8,"miR-106b-5p","[HTML][HTML] MiR-106b-5p Regulates the Reprogramming of Spermatogonial Stem Cells into iPSC (Induced Pluripotent Stem Cell)-Like Cells","AH Hasani Fard, M Valizadeh, Z Mazaheri","2022",1,"… transfected SSCs with miR-106b-5p increased the expression … , we predicted that miR-106b-5p 
targeted a signaling pathway … Conclusion: Together, our data suggest that miR-106b-5p …"
8,"miR-106b-5p","[HTML][HTML] miR-106b-5p 在调节内皮细胞基因表达谱中的作用","","2019",2,"… 选取从两组网络中得到的共表达地位差异最为显著的miR-106b-5p进一步研究,通过转染miR-106b-5p 
mimics上调人脐静脉内皮细胞的miR-106b-5p表达水平,筛查转染后差异基因表达谱,并…"
9,"miR-106b-5p","卵巢癌中 E2F1 通过影响 miR-106b-5P 调节 RhoC 的表达","","2017",2,"… 摘要:目的探讨卵巢癌中E2F1,miR-106b-5P… 和miR-106b-5P表达水平的相关关系;OVCAR3和
A2780细胞中转染或沉默E2F1,通过RT-PCR检测miR-106b-5P和RhoC的表达,转染miR-106b-5P…"
9,"miR-106b-5p","Expression of miR-106b-5p in children with primary immune thrombocytopenia and its correlation with T cells.","W Wen-Fang, W Xu-Song","2022",1,"… [摘要]目的 探讨血浆 miR-106b-5p 在原发免疫性血小板减少症(primary immune … miR-106b-5p表 
达水平,流式细胞技术检测Th17和Treg,计算Th17/Treg,分析血浆miR-106b-5p…"
9,"miR-106b-5p","[HTML][HTML] MiR-106b-5p Regulates the Reprogramming of Spermatogonial Stem Cells into iPSC (Induced Pluripotent Stem Cell)-Like Cells","AHH Fard, M Valizadeh, Z Mazaheri","2022",1,"… Our results showed that transfected SSCs with miR-106b-5p increased the expression of the 
… , and databases, we predicted that miR-106b-5p targeted a signaling pathway gene named …"
9,"miR-106b-5p","miR-106b-5p protects against drug-induced liver injury by targeting vimentin to stimulate liver regeneration","X Lu, L Yu, J Zheng, A Li, J Li, H Lou, W Zhang, H Guo","2023",NA,"… Finally, we show the expression of serum miR106b-5p to correlate with the severity of 
clinical DILI cases exposed to various drugs to reinforce the notion of miR-106b-5p stimulating …"
9,"miR-106b-5p","[HTML][HTML] MiR-106b-5p 调控老年骨质疏松性骨折的分子网络","","2022",NA,"… 结果与结论:①共获得21个骨质疏松性骨折相关的差异表达miRNA并预测得到530个靶标基因
;通过PPI网络鉴定miR-106b-5p为关键调控基因,其靶标基因主要与MAPK活性的激活等生物 …"
9,"miR-106b-5p","Up-regulation of oxidized low-density lipoprotein receptor 1 correlates with decreased miR-106b-5p, miR-93-5p, miR-3129-5p, miR-199b-3p, and miR-4465, higher …","J Liu, Y Zeng, L Zheng","2023",NA,"… tissues, the levels of miR-106b-5p, miR-93-5p, … miR-106b-5p, high miR-93-5p, high 
miR-3129-5p, high miR-199b-3p, high miR-4465 group and low OLR1 group, the low miR-106b-5p, …"
9,"miR-106b-5p","[ALINTI][C] miR-106b-5p 抑制黑色素瘤细胞增殖功能的初步研究","","2015",NA,""
10,"miR-106b-5p","Expression of miR-106a-5p, miR-106b-5p and TGFB1i1 in Peripheral Blood Mononuclear Cells (PBMCs) of Chemical Veterans Exposed to Sulfur Mustard with Long …","S Sepehrnia, A Mohammad Mohseni Majd","2022",NA,"… ; the miR-106a-5p and miR-106b-5p target the 3'UTR region of … miR-106a-5p and miR-106b5p 
in development of the asthma… of miR-106a-5p, miR-106b-5p, and TGFβ1I1 in PBMCs from …"
10,"miR-106b-5p","[HTML][HTML] 儿童原发免疫性血小板减少症 miR-106b-5p 的表达及其与 T 细胞的相关性研究","","2022",NA,"… 近期研究发现，miR-106b-5p可调控机体多种免疫细胞的表达，在细胞免疫应答中起到关键性
作用，并参与自身免疫性疾病的发生发展 ［9］ 。然而，关于miR-106b-5p在儿童ITP中的表达情况 …"
10,"miR-106b-5p","[ALINTI][C] miR-106b-5p 对人结直肠癌 HT-29 细胞迁移和侵袭的影响及作用机制研究","","2022",NA,""
10,"miR-106b-5p","[ALINTI][C] MiR-106b-5p 对胃癌细胞增殖与凋亡的影响","","2018",NA,""
10,"miR-106b-5p","结直肠癌患者血清 miR-106b-5p 水平及临床意义","","2019",NA,"… miR-106b-5p诊断结直肠癌的ROC曲线下面积为0.845,最佳诊断阈值为2.08,敏感度为83.7%,特异
度为82.1%.血清miR-106b-5p… 处转移者血清miR-106b-5p水平高;血清miR-106b-5p水平与结…"
10,"miR-106b-5p","[Retracted] Antagonist targeting miR‑106b‑5p attenuates acute renal injury by regulating renal function, apoptosis and autophagy via the upregulation of TCF4","JM Hu, LJ He, PB Wang, Y Yu","2024",NA,"Following the publication of this paper, it was drawn to the Editor's attention by a concerned 
reader that the EdU staining assay data shown in Figs. 4C and 5C and the western blotting …"
10,"miR-106b-5p","白皮杉醇调控 miR-106b-5p/RUNX3 轴对宫颈癌细胞 迁移及侵袭的影响.","","2023",NA,"… 作用是否受miR-106b-5p表达的 调节,本研究在上调miR-106b-5p 的同时使用PIC 处理Hela 
细胞,发现上调miR-106b-5p 可逆转PIC 的抗肿瘤效应,提示PIC 可能通过下调miR-106b5p 表达对…"
10,"miR-106b-5p","Molecular network of miR-106b-5p regulating osteoporotic fracture in the elderly","H Wang, L Li, T Yilihamu, X Liu","2022",NA,"… miR-106b-5p为关键调控基 因,其靶标基因主要与MAPK活性的激活等生物功能以及PI3K-Akt和
转化生长因子β信号通路相关;②qPCR结果验证了miR-106b-5p… miR-106b-5p可能抑制骨质疏 松…"
10,"miR-106b-5p","[PDF][PDF] The TNFα-miR-106b-5p-Caspase 9 axis functions as a key regulator in cerebral infarction via modulating endothelial cell apoptosis","H Shan, G Jiao, Y Gao, Z Dou, L Zhao","2019",1,"… to the miR-106b-5p expression and observed that a negative correlation between miR-106b-5p … 
in mice and determined the expression of miR-106b-5p and TNFα in the serum samples. …"
