"page","term","title","authors","year","n_citations","abstract"
9,"miR-18a","LncRNA CASC2 is involved in the development of chronic obstructive pulmonary disease via targeting miR-18a-5p/IGF1 axis","P Liu, H Zhang, H Zeng, Y Meng","2021",16,"… indicated that overexpression of miR-18a-5p reduced the level of IGF1, while miR-18a-5p 
downregulation led to the increase of IGF1. Furthermore, a low level of miR-18a-5p was also …"
9,"miR-18a","[HTML][HTML] miR-18a counteracts AKT and ERK activation to inhibit the proliferation of pancreatic progenitor cells","X Li, Z Zhang, Y Li, Y Zhao, W Zhai, L Yang, D Kong","2017",22,"… miR-18a, we analyzed the effect of miR-18a or miR-18a inhibitor on the cell cycle of cultured 
pancreatic progenitor cells. FACs analysis showed that miR-18a … whereas miR-18a inhibitor …"
10,"miR-18a","miR-18a-3p encourages apoptosis of chondrocyte in osteoarthritis via HOXA1 pathway","B Ding, S Xu, X Sun, J Gao, W Nie","2020",13,"… ), miR-18a-3p inhibitor, mimic-NC or miR-18a-3p mimic for 72 hours followed by evaluation 
of levels of miR-18a-… B: Results of cell counting kit-8 (CCK-8) showed that miR-18a-3p mimic …"
10,"miR-18a","Argonaute‐2 promotes miR‐18a entry in human brain endothelial cells","R Ferreira, T Santos, A Amar, A Gong","2014",39,"… miR‐18a ameliorates the abnormal characteristics of AVM ‐derived brain endothelial cells ( 
… Hence, our aim was to identify the mechanisms by which miR‐18a is internalized by AVM ‐ …"
10,"miR-18a","[HTML][HTML] Epigenetics in Canine Mammary Tumors: Upregulation of miR-18a and miR-18b Oncogenes Is Associated with Decreased ERS1 Target mRNA Expression …","JM Abbate, F Arfuso, K Riolo, F Capparucci, B Brunetti","2023",2,"… an important target mRNA for miR-18a and miR-18b, … correlation between the expression of miR-18a and miR-18b and their … It is noteworthy that the overexpression of miR-18a and miR-…"
10,"miR-18a","IDO1 impairs NK cell cytotoxicity by decreasing NKG2D/NKG2DLs via promoting miR-18a","J Zhang, X Han, X Hu, F Jin, Z Gao, L Yin, J Qin","2018",36,"… Based on computational predictions, miR-18a, which has … of miR-18a and promote the 
downregulation effect of miR-18a … IDO1 promoted the combination of miR-18a and AGO2 after …"
11,"miR-18a","MiR-18a increased the permeability of BTB via RUNX1 mediated down-regulation of ZO-1, occludin and claudin-5","YS Miao, YY Zhao, LN Zhao, P Wang, YH Liu, J Ma","2015",55,"… a target gene of miR-18a. Meanwhile, mRNA and protein expressions and distribution of 
RUNX1 were downregulated by miR-18a. Most important, miR-18a and RUNX1 could reversely …"
11,"miR-18a","Exosomal miR-18a-5p promotes EMT and metastasis of NPC cells via targeting BTG3 and activating the Wnt/β-catenin signaling pathway","Q Zhong, Q Nie, R Wu, Y Huang","2023",2,"… of miR-18a-5p, and BTG3 could overturn the effect of miR-18a-5p on NPC cells. Xenograft 
mouse model of NPC nude mice showed that miR-18a-… revealed that exosomal miR-18a-5p …"
11,"miR-18a","Long non‐coding RNA FENDRR restrains the aggressiveness of CRC via regulating miR‐18a‐5p/ING4 axis","SL Yin, F Xiao, YF Liu, H Chen","2020",31,"… The miR-18a-5p levels were also detected in CRC samples and we observed that miR-18a-5p 
was strikingly overregulated in CRC tissue compared to that in paracancerous tissue (…"
11,"miR-18a","Silencing H19 regulated proliferation, invasion, and autophagy in the placenta by targeting miR‐18a‐5p","L Zhang, X Deng, X Shi, X Dong","2019",33,"… The expression of miR-18a-5p was upregulated, but IRF2 expression was downregulated … miR-18a-5pin HTR8 and JEG3 cells. We propose that aberrant regulation of H19/miR-18a-5p-…"
11,"miR-18a","The MicroRNA, miR‐18a, Regulates NeuroD and Photoreceptor Differentiation in the Retina of Zebrafish","SM Taylor, E Giuffre, P Moseley","2019",22,"… -miR-18a and TaqMan qPCR for mature miR-18a. The results showed that the levels of both 
mature pre-miR-18a and miR-18a … pre-miR-18a can be used as a proxy for mature miR-18a …"
12,"miR-18a","[HTML][HTML] Long non-coding RNA MEG3 promotes renal tubular epithelial cell pyroptosis by regulating the miR-18a-3p/GSDMD pathway in lipopolysaccharide-induced …","J Deng, W Tan, Q Luo, L Lin, L Zheng","2021",33,"… In order to detect the targeted binding relationships between MEG3 and miR-18a-3P, and 
between miR-18a-3P and GSDMD, we constructed the pMIRGLO-lncMEG3-WT, pMIRGLO-…"
12,"miR-18a","[HTML][HTML] Leonurine-repressed miR-18a-5p/SOCS5/JAK2/STAT3 axis activity disrupts CML malignancy","HM Liu, CL Guo, YF Zhang, JF Chen","2021",15,"… miR-18a-5p was significantly upregulated and miR-18a-5p repressed SOCS5 expression by 
directly targeting its 3′-UTR in CML cells. Overexpression of miR-18a… relieved miR-18a-5p …"
12,"miR-18a","[HTML][HTML] MiR-18a-3p improves cartilage matrix remodeling and inhibits inflammation in osteoarthritis by suppressing PDP1","X Feng, J Lu, Y Wu, H Xu","2022",7,"… Although miR-18a-3p can … role of miR-18a-3p in cartilage matrix deposition and inflammatory 
response of chondrocytes in OA and investigated the underlying mechanism of miR-18a-3p…"
12,"miR-18a","[HTML][HTML] PBMCs to stress-associated miR-18a-5p and miR-22-3p ratios as new indicators of metabolic syndrome","Y Huang, L Zhao, Y Yan, J Chen, P Liu, W Xv","2020",9,"… and that high expression of miR-18a was present in Fischer 344 (… have investigated the 
expressions of miR-18a-5p and miR-… between MetS and expression of miR-18a-5p and miR-22a-…"
13,"miR-18a","[HTML][HTML] Cortical bone derived stem cells modulate cardiac fibroblast response via miR-18a in the heart after injury","L Kraus, L Ma, Y Yang, F Nguyen, RC Hoy","2020",17,"… treated with CBSCs medium increase miR-18a-5p expression suggesting the ability of 
CBSCs to transfer miR-18a-5p to adult fibroblasts. Moreover, miR-18a-5p expression declines in …"
13,"miR-18a","18P Low levels of miR-18a is associated with immunosuppression and increased chemo-unresponsiveness in ER-negative tumors","MG Nair, S VP, R Ramesh, S BS","2022",NA,"… Our results support the existence of a miR-18a mediated chemoresistance within ER-ve 
tumors. Immunomodulation brought about by the less expression of miR-18a may contribute to …"
13,"miR-18a","[HTML][HTML] MiR-18a-5p Targets Connective Tissue Growth Factor Expression and Inhibits Transforming Growth Factor β2-Induced Trabecular Meshwork Cell Contractility","J Knox, G Bou-Gharios, KJ Hamill, CE Willoughby","2022",7,"… cells, identifying miR-18a-5p as a consistently upregulated miRNA. We then used miR-18a-5p … 
The results suggest that a therapy based upon miR-18a-5p may hold potential for POAG …"
13,"miR-18a","[HTML][HTML] Berberine acts on C/EBPβ/lncRNA Gas5/miR-18a-5p loop to decrease the mitochondrial ROS generation in HK-2 cells","J Xu, L Liu, L Gan, Y Hu, P Xiang, Y Xing","2021",19,"… between Gas5 and miR-18a-5p and between miR-18a-5p and C/… miR-18a-5p expression 
as competing endogenous RNA (ceRNA) and reduce the negative regulatory effect of miR-18a-…"
14,"miR-18a","[HTML][HTML] Resilient Phenotype in Chronic Mild Stress Paradigm Is Associated with Altered Expression Levels of miR-18a-5p and Serotonin 5-HT1a Receptor in Dorsal …","D Zurawek, P Gruca, L Antkiewicz-Michaluk","2019",24,"… decreased expression level of miR-18a-5p and, in the … miR-18a-5p may be a negative 
epigenetic regulator of 5-HT1AR since the treatment of adult hippocampal neurons with miR-18a-…"
14,"miR-18a","Overexpression of miR‐18a negatively regulates myocyte enhancer factor 2D to increase the permeability of the blood–tumor barrier via Krüppel‐like factor 4 …","YY Zhao, LN Zhao, P Wang, YS Miao","2015",24,"… miR-18a, as an important member of the miR-17–92 cluster, … However, whether miR-18a 
is involved in regulating the … This study investigates the potential roles of miR-18a in the …"
14,"miR-18a","[HTML][HTML] Upregulated miR-18a-5p in Colony Forming Unit-Hill's in Subclinical Cardiovascular Disease and Metformin Therapy; MERIT Study","J Phowira, FW Ahmed, S Bakhashab, JU Weaver","2022",4,"… In contrast to our finding, another study reported downregulated serum miR-18a in T2DM, 
suggesting that miR-18a might improve insulin sensitivity via inhibition of PTEN, a known …"
14,"miR-18a","LncRNA JPX regulates proliferation and apoptosis of nucleus pulposus cells by targeting the miR-18a-5p/HIF-1α/Hippo-YAP pathway","H Yang, G Wang, J Liu, M Lin, J Chen, Y Fang","2021",18,"… verify that lncRNA JPX directly bound to miR-18a-5p and influenced HNPC proliferation and 
… of miR-18a-5p to HIF-1α and demonstrated a negative correlation between miR-18a-5p and …"
14,"miR-18a","MiR-18a aggravates intracranial hemorrhage by regulating RUNX1-Occludin/ZO-1 axis to increase BBB permeability","S Ren, G Wu, Y Huang, L Wang, Y Li","2021",8,"… of miR-18a through luciferase reporter assay and miR-18a can bind to the 3’-UTR region 
of RUNX1 mRNA to inhibit RUNX1 expression. The overexpression of miR-18a significantly …"
14,"miR-18a","Disruption of miR-18a Alters Proliferation, Photoreceptor Replacement Kinetics, Inflammatory Signaling, and Microglia/Macrophage Numbers During Retinal …","E Magner, P Sandoval-Sanchez, AC Kramer","2022",11,"… RT-qPCR, in situ hybridization, and immunohistochemistry showed that miR-18a … miR-18a 
function during photoreceptor regeneration, we used homozygous miR-18a mutants (miR-18a …"
14,"miR-18a","[HTML][HTML] Bidirectional regulation of angiogenesis and miR-18a expression by PNS in the mouse model of tumor complicated by myocardial ischemia","Q Yang, X Wang, J Cui, P Wang, M Xiong, C Jia","2014",28,"… in reduced expression of miR-18a in tumor and upregulated expression of miR-18a in heart. 
… in part through modulating the expression of miR-18a, which could be responsible for its …"
14,"miR-18a","Regulatory role of miR-18a to CCN2 by TGF-β1 signaling pathway in pulmonary injury induced by nano-SiO2","H Yang, W Li, Y Zhang, M Li, Y Gao, C Lao","2018",20,"… This research is designed to investigate the regulatory effect of miR-18a to the target gene 
… of miR-18a in pulmonary injury induced by nano-SiO 2 based on our early study. miR-18a …"
15,"miR-18a","[HTML][HTML] Neurogenic hypertension mediated mitochondrial abnormality leads to cardiomyopathy: Contribution of UPRmt and norepinephrine-miR-18a-5p-HIF-1α axis","SS Nandi, K Katsurada, SK Mahata","2021",9,"… -5p and HIF-1α we transfected H9c2 cardiomyocytes with miR-18a-5p or anti-miR-18a-5p 
mimic probes to elicit either miRNA gain or loss of function, respectively, and then examined …"
15,"miR-18a","A miR-18a binding-site polymorphism in CDC42 3′ UTR affects CDC42 mRNA expression in placentas and is associated with litter size in pigs","R Liu, D Deng, X Liu, Y Xiao, J Huang, F Wang, X Li","2019",14,"… In this study, we find that miR-18a and cell division cycle 42 (CDC42… to the miR-18a seed 
could influence miR-18a-related regulation of … These results suggest the miR-18a binding-site …"
15,"miR-18a","[HTML][HTML] MiR-18a regulates expression of the pancreatic transcription factor Ptf1a in pancreatic progenitor and acinar cells","Y Yang, L Ding, Y An, Z Zhang, Y Lang, S Tai, F Guo","2012",19,"… We also found that miR-18a, another member of miR-17–92 cluster miRNAs, could repress 
… of miR-18a on pancreatic cells remain unclear. In the present study, we show that miR-18a …"
15,"miR-18a","[HTML][HTML] lncRNA PART1, manipulated by transcriptional factor FOXP2, suppresses proliferation and invasion in ESCC by regulating the miR‑18a‑5p/SOX6 signaling …","Y Zhao, Q Zhang, H Liu, N Wang","2021",17,"… , miR-18a-5p inhibitor significantly suppressed miR-18a-5p expression in the Eca109 
and EC9706 cell lines (Fig. 5H), whereas miR-18a-5p mimic significantly promoted miR-18a-5p …"
15,"miR-18a","[HTML][HTML] Long noncoding RNA UCA1 enhances sensitivity to oncolytic vaccinia virus by sponging miR-18a/miR-182 and modulating the Cdc42/filopodia axis in …","K Horita, H Kurosaki, M Nakatake, M Ito, H Kono","2019",22,"… Moreover, expression analysis of various miRNAs suggested that UCA1 inhibits both miR-18a 
and miR-182, thereby promoting Cdc42 activation, which in turn, regulates OVV cell-to-…"
15,"miR-18a","[HTML][HTML] LncRNA FENDRR Inhibits ox-LDL Induced Mitochondrial Energy Metabolism Disorder in Aortic Endothelial Cells via miR-18a-5p/PGC-1α Signaling …","G Wang, Y Yang, H Ma, L Shi, W Jia, X Hao","2021",10,"… In conclusion, this study showed that FENDRR acted as a molecular sponge to adsorb miR-18a-5p in normal HAECs and inhibited the negative regulation of miR-18a-5p on PGC-1α, …"
15,"miR-18a","[HTML][HTML] MiR-18a-5p acts as a novel serum biomarker for venous malformation and promotes angiogenesis by regulating the thrombospondin-1/P53 signaling axis","L Zhang, D Wang, Z Wang, X Li, W Xia","2021",6,"… serum miR-18a-5p and validated its function in VM. Notably, higher expression level of miR-18a-5p was detected in VM patients than in healthy individuals. We found that miR-18a-5p …"
16,"miR-18a","[HTML][HTML] MiR-18a Inhibits PI3K/AKT Signaling Pathway to Regulate PDGF-BB-Induced Airway Smooth Muscle Cell Proliferation and Phenotypic Transformation","Y Wei, C Yunbin, C Huang, W Wenjian","2021",7,"… In this study, we focused on the expression of mircoRNA-18a (miR-18a) in airway remodeling 
… To investigate the role of miR-18a in ASMCs, we transfected miR-18a mimics and miR-18a …"
16,"miR-18a","[HTML][HTML] miR-18a-3p and its target protein HuR may regulate myogenic differentiation in immune-mediated necrotizing myopathy","L Ye, Y Zuo, F Chen, Q Peng, X Lu, G Wang","2022",2,"… of miR-18a-3p and its target RNA-binding protein HuR in IMNM. HuR and miR-18a-3p levels 
… Human myoblasts were transfected with small interfering RNA targeting HuR and miR-18a-…"
16,"miR-18a","… oxygen–glucose deprivation and reoxygenation (OGD/R)-induced human brain microvascular endothelial cell injury via regulating miR-18a-5p/ACVR2B axis","D Liu, H Xiao, J Liu, Y Zhang, J Li, T Zhang","2023",4,"… could be regulated by miR-18a-5p in ischemic … with miR-18a-5p, and miR-18a-5p could 
bind to the 3’UTR of ACVR2B. Therefore, we speculate that circ_0000566 may regulate miR-18a-…"
16,"miR-18a","[HTML][HTML] Novel role of miR-18a-5p and galanin in rat lung ischemia reperfusion-mediated response","K Xiao, L Song, Y Hu, W He, F Hou, P Yan","2021",6,"… We then validated one of the downregulated miRNAs, miR18a-5p, in the in vitro model of 
IR… Galanin mRNA as a target for miR-18a-5p. Downregulation of miR-18a-5p upon IR leads to …"
16,"miR-18a","Isoflurane alleviates myocardial injury induced by hypoxia/reoxygenation by regulating miR-18a-5p","Y Su, G Chen, F Zhang, L Wang, Z Feng","2021",8,"… Therefore, in this study, the role of miR-18a-5p and ISO in protecting myocardial injury was 
explored by establishing in vitro myocardial hypoxia/reoxygenation cell model to simulate …"
17,"miR-18a","Downregulation of miR-18a induces CTGF and promotes proliferation and migration of sodium hyaluronate treated human corneal epithelial cells","Y Guo, X Lu, H Wang","2016",16,"… Since miR-18a showed predominantly large absolute fold change … miR-18a may be essential 
for promoting wound healing in SH treated cells. To examine the critical role of miR-18a in …"
17,"miR-18a","[HTML][HTML] Roles of lncRNA UCA1-miR-18a-SOX6 axis in preventing hypoxia injury following cerebral ischemia","J Tian, H Xu, G Chen, H Wang, Y Bi","2017",17,"… to be a target of miR-18a whose expression could be negatively regulated by miR-18a. An 
… down-regulation of UCA1 promoted the expression of miR-18a that led to a reduction in the …"
17,"miR-18a","MicroRNA miR-18a-3p promotes osteoporosis and possibly contributes to spinal fracture by inhibiting the glutamate AMPA receptor subunit 1 gene (GRIA1)","M Zhao, J Dong, Y Liao, G Lu, W Pan, H Zhou","2022",5,"… targeted correlation between miR-18a-3p and GRIA1. We observed an increase in miR-18a-3p … 
Upregulation of miR-18a-3p restrained the activity and expression of ALP in hBMSCs, …"
17,"miR-18a","[HTML][HTML] Circulating miR-122-5p, miR-92a-3p, and miR-18a-5p as Potential Biomarkers in Human Liver Transplantation Follow-Up","C Morsiani, S Collura, F Sevini, E Ciurca","2023",3,"… In particular, miR-122-5p, miR-92a-3p, and miR-18a-5p revealed the same trend after 
transplantation and an increase in their level was found in patients with complications, …"
17,"miR-18a","[HTML][HTML] … of maternally expressed 3 alleviates hyperoxia-induced lung injury via inhibiting thioredoxin-interacting protein–mediated pyroptosis by binding to miR-18a","DM Zou, SM Zhou, LH Li, JL Zhou, ZM Tang","2020",22,"… C and D: The potential binding sites between MEG3 as well as TXNIP and miR-18a … miR-18a 
and MEG3 or TXNIP. E and F: After cotransfection with miR-18a mimics as well as miR-18a …"
18,"miR-18a","[BOOK][B] The MicroRNA miR-18a Regulates Neural Regeneration in the Injured Retina","ET Magner","2020",1,"… our results reveal that mature miR-18a expression closely follows changes in pre-miR-18a 
expression in the retinas of WT fish (Fig. 4). Which, as previously mentioned, is consistent …"
18,"miR-18a","[HTML][HTML] miR-18a-5p promotes proliferation and migration of vascular smooth muscle cells by activating the AKT/extracellular regulated protein kinases (ERK) …","Y Zhang, X Chen","2020",10,"… expression of miR-18a-5p. Our objective here was to explore the potential activity of miR-18a-5p 
in VSMCs. We aimed to confirm the molecular mechanisms by which miR-18a-5p …"
19,"miR-18a","Long noncoding RNA CASC2 protect ROS‐induced oxidative stress in myocardial infarction by miR‐18a/SIRT2","G Ying, Z Tang, J Zhang, J Zeng","2022",4,"… MiR-18a mimics increased the expression of miR-18a gene, … MiR-18a siRNA or negative 
siRNA into in vitro model of … we found that miR-18a siRNA reduced miR-18a gene expression, …"
19,"miR-18a","LncRNA-m18as1 competitively binds with miR-18a-5p to regulate follicle-stimulating hormone secretion through the Smad2/3 pathway in rat primary pituitary cells","W Zhang, W Ren, D Han, G Zhao, H Wang","2022",6,"… We also screened miR-18a-5p from our … with miR-18a-5p and miR-18a-5p interacted with 
Smad2. Fluorescence in situ hybridization (FISH) showed that lncRNA-m18as1 and miR-18a-…"
19,"miR-18a","The microRNA miR-18a regulates photoreceptor regeneration","SM Taylor, E Magner","2019",NA,"… The purpose of this study was to determine the role of the miRNA miR-18a in photoreceptor 
… of pre-miR-18a and mature miR-18a, respectively. To determine the function of miR-18a, …"
19,"miR-18a","LINC01686 affects LPS‐induced cytokine expression via the miR‐18a‐5p/A20/STAT1 axis in THP‐1 cells","J Baek, HS Shin, K Suk, WH Lee","2024",NA,"… Additionally, the involvement of miR-18a-5p in LINC01686-mediated regulatory pathways 
was assessed by transfection with decoy RNAs mimicking the miR-18a-5p binding sites of …"
20,"miR-18a","[HTML][HTML] MiR-18a and miR-17 are positively correlated with circulating PD-1+ICOS+ follicular helper T cells after hepatitis B vaccination in a chinese population","X Xu, Y Li, Y Liang, M Yin, Z Yu, Y Zhang, L Huang","2018",6,"… HBsAb titers were significantly correlated with miR-18a and miR-17 expression in CD4 + 
T cells inour study. Based on the collective results, we propose that miR-18a and miR-17 …"
20,"miR-18a","By inhibiting ADCY5, miR-18a-3p promotes osteoporosis and possibly contributes to spinal fracture","L Wang, J Dong, J Ma, Q Lu, B Shan, T Han","2021",4,"… Nevertheless, the effect of miR-18a-3p and ADCY5 in the differentiation of … , miR-18a-3p 
expression was detect in bone tissue. At the same time, we studied the influence of miR-18a-3p …"
20,"miR-18a","MIR-18A and MIR-18B Expression in Erα Negative Breast Cancers by Chromogenic in Situ Hybridization (CISH)","K Jonsdottir, NG Egeland, I Skaland","2014",NA,"… Introduction: Our previous results showed that miR-18a and miR-18b were strongly … cells 
show expression of miR-18a and miR-18b. Methods: The expression of miR-18a and miR-18b …"
20,"miR-18a","Loss of lncRNA UCA1 ameliorates the injury managed by cerebral ischemia-reperfusion by sponging miR-18a-5p","J Yan, Y Gao, J Huang, W Gao, Y Li, B Lin","2023",1,"… levels and miR-18a-5p was at low levels in AIS patients. UCA1 knockdown showed a 
protective role in infarct size, neurofunction, and inflammation via binding miR-18a-5p. MiR-18a-5p …"
